,0\O 
77\O ,"\O RT\Eng @\O NGEMovies\Eng :\O Take\Eng a\Eng moment\Eng &\O amp\Eng ;\O Caption\Eng this\Eng !\O 

@\O taapsee\Hin=टापसी #\O DavidDhawan\Hin=डेविद्धावन #\O SajidNadiadwala\Hin=सजिडनाड्याड्वाला @\O WardaNadiadwala\Hin=वरदनाड्याड्वाला #\O Judwaa2\Hin=जुड्व़अ2 https\Eng ://\O t\Eng .\O co\Hin=को /\O 4dOZQjEmPs\Hin=4दज़्क़्जेंप "\O 
78\O ,@\O Nnidhisin\Hin=निधिसीन We\Hin=वी r\Eng also\Eng waiting\Eng here\Eng .\O In\Eng Scotland\Eng .\O When\Eng r\Hin=र u\Eng coming\Eng ???\O 
79\O ,@\O varunsharma90\Eng @\O diljitdosanjh\Hin=दिलजितडोसाँझ @\O Imangadbedi\Hin=इमंगडबेदी Thankq\Eng Varun\Eng 😁\O 
80\O ,@\O vrindaprasad\Eng @\O sonypicsprodns\Eng @\O flickersingh\Eng @\O diljitdosanjh\Hin=दिलजितडोसाँझ @\O Imangadbedi\Hin=इमंगडबेदी @\O shaadesh\Hin=शादेश @\O SnehaRajani\Hin=स्नेहरजनी @\O IChitrangda\Hin=इचित्रांगडा Thankq\Hin=थन्क्क़ 😁\O 
81\O ,"\O RT\Hin=अर्त @\O diljitdosanjh\Hin=दिलजितडोसाँझ :\O ＳＯＯＲＭＡ\O 

Trailer\Eng -\O https\Eng ://\O t\Eng .\O co\Eng /\O xt3E4y0job\Eng 

@\O sonypicsprodns\Hin=सोंआइपिक्स्प्रोड्न @\O taapsee\Eng @\O Imangadbedi\Eng @\O flickersingh\Eng @\O SnehaRajani\Hin=स्नेहरजनी #\O ShaadAliSir\Hin=शादलिसिर …"\O 
82\O ,@\O ShoojitSircar\Eng @\O Imangadbedi\Hin=इमंगडबेदी Arre\Hin=अर्रे wah\Hin=वाह !\O U\Hin=उ liked\Eng !!!\O Divine\Eng moment\Eng for\Eng us\Eng !\O 
83\O ,@\O sidd\Hin=सिद _\O rao\Hin=राव What\Eng all\Eng a\Eng struggling\Eng actor\Eng has\Eng to\Eng do\Eng 😢\EMT and\Eng thank\Eng u\Hin=उ bro\Hin=बरो !\O Will\Hin=विल we\Eng collect\Eng well\Eng in\Eng chennai\Hin=चेन्नई u\Hin=उ think\Hin=थिन्क 🧐\O 
84\O ,"\O Setting\Eng the\Eng right\Eng mood\Hin=म्zद 🤓\O 
#\O ProjectNumber26\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 5KHSzfWwQ2\Eng "\O 
85\O ,@\O sujoy\Eng _\O g\Hin=ग U\Hin=उ need\Eng to\Eng answer\Eng my\Eng questions\Eng 💁🏻‍♀️\O 
86\O ,"\O From\Eng the\Eng first\Eng day\Eng of\Eng shoot\Eng for\Eng #\O Soorma\Hin=सूर्मा 
What\Eng a\Eng challenge\Eng and\Eng at\Eng the\Eng same\Eng time\Eng an\Eng honour\Eng to\Eng be\Eng playing\Eng this\Eng sport\Eng !…\O https\Eng ://\O t\Eng .\O co\Eng /\O dL8VFHl2Bc\Eng "\O 
87\O ,@\O aliaa08\Eng @\O diljitdosanjh\Hin=दिलजितडोसाँझ Thankq\Hin=थन्क्क़ Alia\Eng :)\EMT 
88\O ,@\O RanveerOfficial\Eng @\O diljitdosanjh\Hin=दिलजितडोसाँझ Thankq\Hin=थन्क्क़ gully\Eng boy\Eng !\O 
89,😂👏🏼\O https\Eng ://\O t\Eng .\O co\Eng /\O Pn9zdUaA90\Eng 
90\O ,@\O sidkannan\Hin=सिड़कन्नन @\O diljitdosanjh\Hin=दिलजितडोसाँझ @\O SnehaRajani\Hin=स्नेहरजनी @\O sonypicsprodns\Hin=सोंआइपिक्स्प्रोड्न @\O shaadesh\Hin=शादेश @\O IChitrangda\Hin=इचित्रांगडा @\O Imangadbedi\Hin=इमंगडबेदी @\O ShankarEhsanLoy\Hin=शंअकारहसनलौय …\O https\Eng ://\O t\Eng .\O co\Eng /\O blll8jZ9W6\Eng 
91\O ,@\O PulkitSamrat\Hin=पुलकिट्सम्राट @\O shaadesh\Hin=शादेश @\O diljitdosanjh\Hin=दिलजितडोसाँझ @\O Imangadbedi\Hin=इमंगडबेदी @\O SnehaRajani\Hin=स्नेहरजनी @\O IChitrangda\Hin=इचित्रांगडा Thankq\Hin=थन्क्क़ :)\EMT 
92\O ,@\O devireddyshashi\Eng Thankq\Eng shashi\Eng 
93\O ,@\O ShaileshRSingh\Hin=शैलेश्रसिंह @\O diljitdosanjh\Hin=दिलजितडोसाँझ Thankq\Hin=थन्क्क़ 🙏🏼\O 
94\O ,@\O juniorbachchan\Hin=जूनिय्रबचचान @\O shaadesh\Hin=शादेश @\O Imangadbedi\Hin=इमंगडबेदी @\O diljitdosanjh\Hin=दिलजितडोसाँझ Thankq\Hin=थन्क्क़ AB\Hin=अब 🤗\O 
95\O ,@\O HeroManoj1\Eng Thankq\Eng rockstar\Hin=रॉक्स्टार 😘😘😘🤗\O I\Hin=इ am\Eng sure\Eng u\Hin=उ will\Eng enjoy\Eng watching\Eng it\Eng 😁\O 
96\O ,\O Make\Eng this\Eng a\Eng 100\O crore\Eng film\Eng n\Eng then\Eng we\Eng shall\Eng discuss\Eng this\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O At6IQVjjhQ\Eng 
97\O ,\O With\Eng such\Eng a\Eng heart\Eng warming\Eng response\Eng to\Eng #\O Soorma\Eng my\Eng faith\Eng in\Eng good\Eng content\Eng is\Eng restored\Eng .\O As\Eng I\Eng always\Eng say\Hin=सय “\O jiska\Hin=जिसका koi\Hin=कोई nahi\Hin=नाही …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O clLpI2n2ij\Hin=क्लपि2M2ईज 
98\O ,@\O alifazal9\Eng 🙌🏼😘\O 
99\O ,@\O crhemanth\Hin=क्रेमंठ 💪🏼\O 
100\O ,@\O RanaDaggubati\Hin=रणादाग्ग़ुबती Thankq\Hin=थन्क्क़ for\Eng always\Eng having\Eng my\Eng back\Eng 
101\O ,@\O NinoyV\Eng Lol\Eng .\O U\Hin=उ r\Hin=र the\Eng one\Eng who\Eng left\Eng us\Eng !!!\O 
102\O ,@\O Rakulpreet\Eng @\O sonypicsprodns\Eng @\O flickersingh\Eng @\O diljitdosanjh\Hin=दिलजितडोसाँझ @\O Imangadbedi\Hin=इमंगडबेदी @\O shaadesh\Hin=शादेश @\O SnehaRajani\Hin=स्नेहरजनी @\O IChitrangda\Hin=इचित्रांगडा This\Hin=तीस time\Eng “\O net\Hin=नेट phaad\Hin=फाद् denge\Hin=देंगे ”\O 
103\O ,@\O LakshmiManchu\Hin=लक्ष्मीमंचु 😘😘😘\O 
104\O ,@\O BajpayeeManoj\Hin=बजपायीमानोज @\O shaadesh\Hin=शादेश Thankq\Hin=थन्क्क़ Sir\Hin=सिअर !\O Ab\Hin=अब life\Hin=लाइफ mein\Hin=मेइं goal\Hin=गोआल् hai\Hin=हैं toh\Hin=तोह yahan\Hin=यहान bhi\Hin=भही ho\Hin=ह jayega\Hin=जायेगा 😜\EMT 
105\O ,@\O abhilashthapli\Hin=अभिलाश्थापली Tu\Hin=तू mera\Hin=मेर all\Eng time\Eng favourite\Eng line\Eng wala\Hin=वाला hai\Hin=हैं 
106\O ,"\O Asal\Hin=असल khiladi\Hin=खिलादी woh\Hin=वह nahi\Hin=नाही jo\Hin=ज kabhi\Hin=कभी girte\Hin=गिरते nahi\Hin=नाही ,\O woh\Hin=वह hai\Hin=हैं jo\Hin=ज girke\Hin=गिरके fir\Hin=फिर uth\Hin=उठ jaye\Hin=जाये !\O 
Watch\Eng the\Eng inspirational\Eng tale\Eng of\Eng one\Eng such\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 4yKCjESjYO\Hin=4आइक्च्जेस्ज्यो "\O 
107\O ,\O Excitement\Eng galore\Eng !\O There\Eng is\Eng no\Eng better\Eng feeling\Eng than\Eng to\Eng be\Eng a\Eng part\Eng of\Eng a\Eng true\Eng story\Eng !\O Bring\Eng it\Eng on\Eng 💪🏼\O 🏑\O #\O Soorma\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O dTB2RSw1bI\Hin=ड्त्ब्2र्श्व्1बी 
108\O ,\O Calm\Eng before\Eng the\Eng thunder\Eng .....\O n\Hin=न m\Eng not\Eng talking\Eng about\Eng the\Eng Mumbai\Hin=मुंबई Rains\Hin=र्न .\O #\O Soormatrailer\Eng releasing\Eng in\Eng a\Eng few\Eng hours\Eng and\Eng I\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O yColxly9tU\Eng 
109\O ,@\O Imangadbedi\Eng When\Eng am\Hin=आम I\Eng not\Eng Bedi\Hin=बेदी 😜\EMT 
110\O ,@\O Imangadbedi\Hin=इमंगडबेदी And\Hin=एंड long\Eng way\Eng to\Eng go\Eng too\Hin=तोओ Bedi\Hin=बेदी !\O See\Hin=से u\Hin=उ tomorrow\Eng !\O Our\Hin=आअर “\O chakk\Hin=चक्क de\Hin=दे moment\Eng ”\O 😜\EMT 
111\O ,"\O Kamyabi\Hin=काम्यबी milti\Hin=मिलती nahi\Hin=नाही ,\O haasil\Hin=हासिल ki\Hin=की jati\Hin=जाती hai\Hin=हैं !\O Watch\Eng #\O SandeepSingh's\Eng tale\Eng of\Eng inspiration\Eng ,\O compassion\Eng and\Eng success\Eng !…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 52KvndqYIl\Eng "\O 
112\O ,"\O RT\Eng @\O ndtv\Eng :\O 6,000\O schoolgirls\Eng in\Eng Jammu\Eng and\Eng Kashmir's\Eng Rajouri\Eng district\Eng to\Eng get\Eng self-defence\Eng training\Eng https\Eng ://\O t\Eng .\O co\Eng /\O x2dv1khPZB\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 6y8XA\Eng …"\O 
113\O ,"\O Here's\Eng a\Eng story\Eng of\Eng an\Eng unsung\Eng hero\Eng ,\O whose\Eng journey\Eng will\Eng reinforce\Eng your\Eng hopes\Eng and\Eng bind\Eng your\Eng courage\Eng !\O 2\O days\Eng to\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O incQkhk1QF\Eng "\O 
114\O ,"\O RT\Eng @\O LakshmiManchu\Eng :\O Facing\Eng the\Eng odds\Eng of\Eng the\Eng society\Eng and\Eng its\Eng people\Eng ,\O Deeksha\Eng is\Eng on\Eng her\Eng journey\Eng towards\Eng justice\Eng .\O Take\Eng a\Eng look\Eng at\Eng her\Eng story\Eng as\Eng #\O W\Eng …"\O 
115\O ,\O Hard-work\Eng and\Eng endurance\Eng .\O Two\Eng words\Eng that\Eng define\Eng #\O SandeepSingh\Hin=संदीप्सिंह ’\O s\Eng enthralling\Eng journey\Eng .\O #\O SoormaTrailer\Hin=सूरमातृएलर out\Hin=आउट in\Eng 3\O days\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O XDunRMlY2Q\Hin=क्स्दून्र्म्ल्य्2क़ 
116\O ,\O First\Eng time\Eng I\Eng agree\Eng with\Eng u\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O PKJwJNj5xM\Eng 
117\O ,@\O Shibasishsarkar\Hin=शिबसिशसरकर @\O kapzverma\Eng @\O vickyarora86\Eng @\O LargeShortFilms\Eng Thankq\Eng :)\EMT 
118\O ,\O Here\Eng it\Eng is\Eng .....\O hope\Eng you\Eng all\Eng enjoy\Eng watching\Eng this\Eng effort\Eng to\Eng bring\Eng a\Eng unique\Eng story\Eng to\Eng you\Eng .\O My\Eng first\Eng short\Eng film\Eng ...…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 9FcutBrsD2\Eng 
119\O ,"\O RT\Eng @\O avigowariker\Eng :\O #\O PostPackUpShot\Eng with\Eng this\Hin=तीस DilliWaali\Hin=दिल्लीवाली beauty\Hin=बीऊट्य् !\O Her\Eng involvement\Eng &\O amp\Eng ;\O logic\Eng in\Eng every\Eng aspect\Eng of\Eng the\Eng shoot\Eng ,\O from\Eng her\Eng make\Eng up\Eng to\Eng t\Hin=त …"\O 
120\O ,\O That\Eng ’\O s\Eng what\Eng comes\Eng out\Eng of\Eng @\O avigowariker\Eng ‘\O s\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O uSZ3Wckjk4\Eng 
121\O ,@\O currentshah\Eng Thankq\Hin=थन्क्क़ 🙏🏼\O 
122\O ,@\O BajpayeeManoj\Eng @\O kapzverma\Eng @\O YouTube\Eng Do\Eng tell\Hin=टेल us\Hin=उस what\Eng u\Eng feel\Hin=फील about\Eng it\Eng after\Eng u\Eng watch\Hin=वाच it\Eng 😁\O 
123\O ,@\O MrVijayVarma\Eng @\O ronnielahiri\Eng @\O khamkhaArtist\Hin=खमखार्टिस्ट @\O shagunpannu\Hin=शागुणपननू Thankq\Hin=थन्क्क़ 
124\O ,"\O Here\Eng ’\O s\Eng the\Eng trailer\Eng of\Eng #\O Nitishastra\Eng 
A\Eng short\Eng film\Eng releasing\Eng on\Eng 4th\Eng June\Eng 2018\O 
@\O kapzverma\Hin=कप्ज़्वर्मा 
@\O vickyarora86\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O hu4dDsa8cp\Hin=हु4द्ड्स8च्Mप "\O 
125\O ,@\O ronnielahiri\Eng @\O khamkhaArtist\Hin=खमखार्टिस्ट @\O shagunpannu\Hin=शागुणपननू Very\Hin=वेरी soon\Eng .\O Babula\Hin=बबुला party\Hin=पार्टी hogi\Hin=होगी for\Eng all\Hin=अऔल babula\Hin=बबुला fans\Hin=फZzस् 
126\O ,@\O Shibasishsarkar\Hin=शिबसिशसरकर @\O khamkhaArtist\Hin=खमखार्टिस्ट @\O shagunpannu\Hin=शागुणपननू Thankq\Hin=थन्क्क़ so\Eng much\Eng !\O 😁\O 
127\O ,@\O vijaykesav\Hin=विजयकेसव @\O khamkhaArtist\Hin=खमखार्टिस्ट @\O shagunpannu\Hin=शागुणपननू Thankq\Hin=थन्क्क़ sir\Eng 
128\O ,"@\O vrindaprasad\Hin=वृंद़अप्रासाद @\O shagunpannu\Hin=शागुणपननू I\Hin=इ ’\O m\Eng hoping\Eng so\Eng too\Eng 😜\EMT 
Thankq\Eng so\Eng much\Eng 😁"\O 
129\O ,@\O Rakulpreet\Hin=रकुल्प्रीत @\O khamkhaArtist\Hin=खमखार्टिस्ट @\O shagunpannu\Hin=शागुणपननू Fingers\Eng crossed\Eng .\O After\Eng all\Eng the\Eng love\Eng I\Eng have\Eng shown\Eng to\Eng the\Eng house\Eng now\Eng it\Eng ’\O s\Hin=स time\Eng for\Eng it\Eng to\Eng reciprocate\Eng 😁\O 
130\O ,@\O BajpayeeManoj\Eng Thankq\Eng so\Eng much\Hin=मच sir\Hin=सिअर !\O Hope\Eng you\Eng are\Eng doing\Eng good\Eng 😁\O 
131\O ,@\O anubhavsinha\Hin=अनूभावसिंघा 🤗\O Thankq\Hin=थन्क्क़ !\O 
132\O ,"\O From\Eng a\Eng house\Eng to\Hin=तू “\O HOME\Hin=होम ”\O 
#\O PannuDen\Hin=पन्नुडें #\O Happiness\Eng #\O Finally\Eng #\O Complete\Eng 
📷\O @\O khamkhaArtist\Hin=खमखार्टिस्ट https\Eng ://\O t\Eng .\O co\Eng /\O PCgP7HUkJG\Eng "\O 
133\O ,"\O RT\Eng @\O LargeShortFilms\Eng :\O When\Eng life\Eng compels\Eng you\Eng to\Eng practice\Eng what\Eng you\Eng preach\Eng .\O Coming\Eng soon\Eng #\O Nitishashtra\Eng ,\O a\Eng perfect\Eng short\Eng starring\Eng @\O taapsee\Eng ,\O direc\Eng …"\O 
134\O ,"\O A\Eng responsible\Eng actress\Eng won\Eng ’\O t\Eng know\Eng of\Eng what\Eng didn\Eng ’\O t\Eng happen\Eng ,\O but\Eng surely\Eng of\Eng what\Eng happened\Eng with\Eng some\Eng tangible\Eng proof\Eng to\Eng sup\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O AbnJZh8DHr\Eng "\O 
135\O ,\O Really\Hin=रिअल्ली !!!??\O Then\Eng y\Eng not\Eng mention\Eng the\Eng “\O source\Eng ”\O instead\Eng of\Eng keeping\Eng it\Eng so\Eng ambiguous\Eng if\Eng u\Hin=उ r\Hin=र so\Eng ‘\O responsible\Eng ’\O .\O Will\Eng help\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 1OaOQNsmRs\Hin=1ओआऊक़्न्स्म्र्स 
136\O ,\O I\Eng wonder\Eng if\Eng it\Eng ’\O s\Hin=स MY\Hin=मी reason\Eng or\Eng the\Eng reason\Hin=रिजं YOU\Hin=यूं wanted\Eng me\Eng to\Eng give\Eng to\Eng help\Eng your\Eng headlines\Eng !\O #\O IrresponsibleJournalism\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O gyNd51fJU7\Eng 
137\O ,\O Irresponsible\Eng journalism\Eng at\Eng its\Eng best\Eng yet\Eng another\Eng time\Eng .\O Wish\Hin=विश u\Eng have\Eng basic\Eng courtesy\Eng to\Eng contact\Eng the\Eng people\Eng concerned\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O NbbYo35tkl\Hin=न्ब्ब्यो35ट्क्ल 
138\O ,"\O Fr\Eng the\Eng love\Eng of\Eng telling\Eng and\Eng being\Eng a\Eng part\Eng of\Eng some\Eng great\Eng stories\Eng ,\O here\Eng is\Eng my\Eng first\Eng ever\Eng attempt\Eng to\Eng be\Eng a\Eng part\Eng of\Eng a\Eng shor\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O V85VdJ2PSY\Eng "\O 
139,"क्यूँकि\O ......\O 
हिन्दी\O हैं\O हम,\O वतन\O है…\O https\Eng ://\O t\Eng .\O co\Eng /\O FxaJhjzRx1\Eng "\O 
140\O ,\O Thankq\Eng sir\Eng for\Eng such\Eng a\Eng noble\Eng advice\Eng .\O Ab\Hin=अब is\Eng suggestion\Hin=सुग्गेसन ke\Hin=क liye\Hin=लिये aapko\Hin=आपको kitna\Hin=कितना cheque\Hin=चेक़े aur\Hin=अर् kitna\Hin=कितना cash\Hin=कश mein\Hin=मेइं chahiye\Hin=चाहिये ????\O https\Eng ://\O t\Eng .\O co\Hin=को /\O SZvLJjXPMO\Eng 
141\O ,\O Abhi\Hin=अभी toh\Hin=तोह trailer\Hin=ट्रेलर bhi\Hin=भही nahi\Hin=नाही aaya\Hin=आया mere\Hin=मेर dost\Hin=दोस्त ....…\O https\Eng ://\O t\Eng .\O co\Eng /\O HyNSVRveZF\Eng 
142\O ,\O Will\Eng the\Eng power\Eng of\Eng social\Eng media\Eng be\Eng used\Eng for\Eng any\Eng social\Eng service\Eng ??????\O Ab\Hin=अब pata\Hin=पटा chalega\Hin=चलेगा ....\O jald\Hin=जल्ड़ hi\Hin=ही .....\O 
143\O ,@\O konavenkat99\Eng Fingers\Eng crossed\Eng 🤞\O 
144\O ,@\O RanaDaggubati\Hin=रणादाग्ग़ुबती And\Hin=एंड u\Eng always\Eng have\Eng my\Eng back\Eng I\Eng know\Eng :)\EMT can\Eng ’\O t\Eng thank\Hin=थान्क u\Hin=उ enough\Eng !\O Hugs\Eng 🤗\O meet\Eng soon\Eng 
145\O ,@\O KanikaDhillon\Hin=कनिकधिल्लों Totally\Eng !\O Jab\Hin=जब tak\Hin=तक sab\Hin=सब Meri\Hin=मेरी ek\Hin=इक movie\Hin=मूवी ATLEAST\Hin=एट्लीस्ट dekh\Hin=देख na\Hin=ना le\Hin=ल !\O 
146\O ,\O So\Eng here\Eng goes\Eng the\Eng title\Eng of\Eng my\Eng next\Eng release\Eng in\Eng Telugu\Eng #\O Neevevaroo\Eng https\Eng ://\O t\Eng .\O co\Eng /\O DXIW5znWv3\Eng 
147\O ,\O Night\Eng shoots\Eng be\Eng like\Eng ......\O #\O Graveyardshift\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O hcfB0pLxXN\Eng 
148\O ,"@\O crhemanth\Eng Between\Eng ,\O there\Eng one\Eng major\Eng shade\Eng that\Eng was\Eng missing\Eng from\Eng my\Eng filmography\Eng which\Eng will\Eng be\Eng presented\Eng pretty\Eng soon\Eng too\Hin=तोओ 😁"\O 
149\O ,\O RT\Hin=अर्त @\O anubhavsinha\Hin=अनूभावसिंघा :\O The\Hin=ते Spelling\Eng is\Hin=इस MULK\Hin=मुल्क .\O In\Hin=इन Hindi\Eng मुल्क।\O आपके\O पास\O extra\Eng नुक़्ता\O पड़ा\O है\O तो\O कहीं\O और\O लगा\O लो।\O यहाँ\O नहीं।\O Please\Eng .\O 
150\O ,@\O jkd18\Eng @\O chintskap\Eng Saare\Hin=सारे frame\Hin=फ्रमे dekhne\Hin=देख्ने aana\Hin=आना director\Hin=दिरिक्टर sahiba\Hin=साहिबा 
151\O ,@\O girishjohar\Eng @\O chintskap\Hin=चिंस्कप @\O anubhavsinha\Hin=अनूभावसिंघा 🙏🏼\O 
152\O ,@\O OYERJALOK\Hin=ओयेरजलोक @\O AnubhavSinhaa\Hin=अनूभावसिंहा Kuch\Hin=कुछ to\Eng promotion\Eng humaara\Hin=हमारा bhi\Hin=भही hona\Hin=होना chahiye\Hin=चाहिये na\Hin=ना 😁\O 
153\O ,@\O KanikaDhillon\Hin=कनिकधिल्लों 😘\EMT usse\Hin=उसे pehle\Hin=पहले meet\Hin=मीत me\Eng otherwise\Eng I\Eng will\Eng take\Hin=टके u\Eng to\Hin=तू katghara\Hin=कट्घरा !\O 
154,"एक\O बार\O फिर\O अदालत\O होगी,\O कटघरा\O होगा,\O एक\O परिवार\O होगा,\O एक\O मानसिकता\O होगी\O और\O विरोध\O होगा।\O perhaps\Eng the\Eng most\Eng relevant\Eng topic\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O BIuEOhsQd8\Hin=बीउइओह्स्क़्द्8 "\O 
155\O ,@\O sujoy\Eng _\O g\Hin=ग U\Hin=उ check\Eng your\Eng iMessage\Hin=इमेसाज !\O U\Hin=उ didn\Eng ’\O t\Eng answer\Eng my\Eng call\Eng n\Eng trying\Eng to\Eng act\Eng all\Eng humble\Eng here\Eng !!!\O U\Eng wait\Eng till\Eng I\Eng reach\Eng UK\Eng !\O 😡\EMT 
156\O ,"\O Today\Eng is\Eng probably\Eng the\Eng biggest\Eng testing\Eng day\Eng since\Eng years\Eng .\O Totally\Eng confused\Eng as\Eng to\Eng what\Eng to\Eng watch\Eng !\O #\O KaranatakaVerdict\Eng ,…\O https\Eng ://\O t\Eng .\O co\Eng /\O 38oa3m97FR\Eng "\O 
157\O ,@\O Imangadbedi\Hin=इमंगडबेदी @\O diljitdosanjh\Hin=दिलजितडोसाँझ Arre\Hin=अर्रे u\Hin=उ r\Hin=र hands\Eng down\Eng winner\Eng in\Eng that\Eng !\O I\Eng am\Eng myself\Eng voting\Eng for\Eng u\Eng in\Eng that\Eng one\Eng !!\O 
158\O ,\O I\Eng tell\Eng myself\Eng this\Eng everyday\Eng ....\O now\Eng just\Eng waiting\Eng for\Eng the\Eng reason\Eng to\Eng please\Eng identify\Eng itself\Eng !\O Soon\Eng !\O Please\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O vGBNgmA5ob\Hin=व्ग्ब्Mगम5ओब 
159\O ,@\O ronnielahiri\Eng @\O Imangadbedi\Hin=इमंगडबेदी Hahaha\Hin=हहाह .\O My\Eng intentions\Eng were\Eng that\Eng ...\O sadly\Eng this\Eng director\Eng didn\Eng ’\O t\Eng let\Hin=लेत me\Hin=मे 😂\O 
160\O ,"\O Come\Hin=कौमअ on\Hin=ओं Bedi\Hin=बेदी !\O Let\Hin=लेत ’\O s\Eng repeat\Eng the\Eng magic\Eng !\O 💪🏼\O this\Eng time\Eng with\Eng the\Eng hockey\Eng stick\Eng instead\Eng of\Eng bottle\Eng 🏑\O 
@\O Imangadbedi\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 74R9gf5n11\Eng "\O 
161\O ,@\O SachinBandrana\Hin=सचीनबंद्रना Wow\Hin=वो !\O Never\Eng realised\Eng !\O 
162\O ,@\O EkAbhijeet\Hin=एखभिजीत Mere\Hin=मेर school\Hin=स्कूल mein\Hin=मेइं sports\Eng khelte\Hin=खेलते his\Hin=हिस India\Eng jersey\Eng pehenne\Hin=पहिन्ने ko\Hin=को nahi\Hin=नाही dete\Hin=देतें the\Eng .\O Aapka\Hin=आपका Kaunsa\Hin=कौन्सा school\Hin=स्कूल tha\Hin=ता ?\O 
163\O ,\O Life\Eng में\O तो\O ये\O jersey\Eng कभी\O ना\O पहन\O पाये।\O अब\O इनकी\O कहानी\O के\O ज़रीए\O मौक़ा…\O https\Eng ://\O t\Eng .\O co\Eng /\O ms7Xq4h5C7\Eng 
164\O ,"\O Thankq\Eng for\Eng the\Eng love\Eng .\O Get\Hin=गेट ready\Eng .....\O this\Eng beautiful\Eng ,\O emotional\Eng and\Eng inspiring\Eng journey\Eng of\Eng a\Eng GOAL\Eng is\Eng about\Eng to\Eng begin\Eng ....…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O T4kGUt1UDq\Hin=त्4क्गुत्1उद्क़ "\O 
