,0\O 
82\O ,\O I\Eng stopped\Eng watching\Eng football\Eng 😎\EMT https\Eng ://\O t\Eng .\O co\Eng /\O 7DXKEJP5X7\Eng 
83\O ,"\O Jindagi\Hin=जिंदगी ke\Hin=क safar\Hin=सफ़र me\Hin=मे nikal\Hin=निकल jate\Hin=जाते hai\Hin=हैं wo\Hin=वो maqaam\Hin=मक़ाम ,\O wo\Hin=वो phir\Hin=फिर nahi\Hin=नाही aate\Hin=आये .\O 

Sala\Hin=साला purana\Hin=पुराना time\Hin=टाइम bahut\Hin=बहुत hi\Hin=ही khass\Hin=खास tha\Hin=ता 

#\O RDBurman\Eng "\O 
84\O ,"\O I\Eng find\Eng new\Eng #\O Zingaat\Hin=ज़िंगात LOW\Eng QUALITY\Eng compared\Eng to\Eng original\Eng song\Eng .\O 

Do\Hin=दो you\Eng agree\Eng ?"\O 
85\O ,\O Latest\Eng Stats\Eng =\O 13\O Followers\Eng and\Eng 11\O Unfollowers\Eng (\O tracked\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
86\O ,"\O RT\Hin=अर्त @\O arti\Hin=आरती _\O agarwal\Hin=अग्रवाल :\O @\O AhmAsmiYodha\Hin=अह्मस्मियोधा @\O KapilMishra\Hin=कपिलमेशरा _\O IND\Hin=इन्द @\O narendramodi\Hin=नरेंद्रमोदी @\O nitin\Hin=नितिन _\O gadkari\Hin=गड़करी @\O PiyushGoyal\Hin=पियूशगोयल @\O girirajsinghbjp\Hin=गिरीरजसिंब्ज्प Dear\Hin=डियर @\O ArvindKejriwal\Hin=अरविंड़केजरिवल ,\O we\Eng were\Eng e\Eng …"\O 
87\O ,"\O RT\Hin=अर्त @\O aajtak\Hin=आजतक :\O एक\O तरफ\O जहां\O दिल्ली\O वाले\O बिजली\O की\O किल्लत\O से\O जूझ\O रहे\O हैं\O वहीं\O दिल्ली\O सरकार\O बिजली\O कंपनीयों\O को\O फायदा\O पहुंचाने\O में\O लगी\O है\O 
@\O sushantm8\Eng …"\O 
88\O ,"\O Blockbuster\Eng #\O Race3\Eng collected\Eng 2.25\O cr\Eng on\Eng Tuesday\Eng .\O 
Total\Hin=तोटल 160\O cr\Eng nett\Eng 😊😊😊"\O 
89\O ,"#\O Sanju\Eng advance\Eng booking\Eng is\Eng awesome\Eng .\O Day\Eng 1\O can\Eng be\Eng more\Eng than\Eng 30\O cr\Hin=क्र .\O 
Mainly\Eng due\Eng to\Eng plexes\Eng not\Eng Single\Eng screens\Eng "\O 
90\O ,"\O RT\Eng @\O taran\Hin=तरन _\O adarsh\Eng :\O Remembering\Eng RD\Eng Burman\Eng sahab\Hin=साहब on\Eng his\Eng birth\Eng anniversary\Eng ...\O 
ज़िन्दगी\O के\O सफ़र\O में\O गुज़र\O जाते\O हैं\O जो\O मकाम...\O 
वो\O फिर\O नहीं\O आते...…"\O 
91\O ,\O Zakass\Eng tweet\Eng 😂😂😂😂\O https\Eng ://\O t\Eng .\O co\Eng /\O F0OFWQT3E1\Eng 
92\O ,\O Good\Hin=गूद morning\Eng all\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O MVv1FVqJ7D\Eng 
93\O ,"\O RT\Eng @\O me\Hin=मे _\O proudindian\Hin=प्रुडींदियन :\O @\O KamalRKaan\Hin=कमल्रकान बड़ा\O सवाल-\O 
50\O ‌‌लाख\O की\O आबादी\O का\O देश\O फुटबॉल\O विश्वकप\O खेल\O रहा\O है,\O 
जबकी\O 125\O करोड़\O वाला\O देश\O हिन्दू-मुसलमान\O खेल…"\O 
94\O ,\O I\Eng agree\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O LLJaHmRNK8\Eng 
95\O ,"\O Here\Eng goes\Eng the\Eng first\Eng goal\Eng from\Eng superstar\Eng #\O Messi\Hin=मेस्स् 

#\O NGAARG\Eng https\Eng ://\O t\Eng .\O co\Eng /\O l7Dgp462xw\Eng "\O 
96\O ,"\O RT\Eng if\Eng you\Eng think\Eng ,\O Messi\Eng looks\Eng like\Eng Girish\Eng Kumar\Eng 😂😂\O 
Just\Eng difference\Eng is\Eng ,\O Messi\Hin=मेस्स् is\Eng super\Eng hit\Eng and\Eng Girish\Eng is\Eng super\Eng flop\Eng 🤪\O 

#\O NGAARG\Hin=Mगार्ग "\O 
97\O ,\O Who\Eng are\Eng you\Eng supporting\Eng tonight\Hin=टौनिट ?#\O NGAARG\Hin=Mगार्ग 
98\O ,"\O So\Hin=सो #\O Sanju\Hin=संजू is\Eng coming\Eng just\Eng after\Eng 2\O days\Eng .\O 
Hope\Eng Ranbir\Hin=रणवीर has\Eng some\Eng luck\Eng "\O 
99\O ,"\O We\Eng should\Eng be\Eng ASHAMED\Hin=अशमक of\Eng ourselves\Eng ,\O small\Eng countries\Eng like\Eng Nigeria\Eng ,\O iceland\Eng ,\O croatia\Eng having\Eng teams\Eng playing\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O Om4SfBdiGY\Hin=ओम्4स्फ्ब्दिगी "\O 
100\O ,"\O Good\Eng night\Eng guys\Eng .\O 

Do\Hin=दो watch\Eng #\O NigeriaVsArgentina\Eng today\Eng 

#\O FifaWorldCup18\Eng "\O 
101\O ,\O Blockbuster\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O QUtAnAhEYY\Hin=कुतनहेयी 
102,"14\O Followed\Eng ,\O 4\O Unfollowed\Eng me\Eng (\O monitored\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )"\O 
103\O ,\O RT\Eng @\O indiantweeter\Eng :\O Hungry\Eng from\Eng last\Eng night\Eng Swapan\Hin=स्वपन Debarma\Eng while\Eng walking\Eng along\Eng rail\Eng lines\Eng saw\Eng huge\Eng landslides\Eng have\Eng affected\Eng a\Eng KM\Eng of\Eng rail\Eng line\Eng …\O 
104\O ,"\O Good\Eng afternoon\Eng guys\Eng .\O 

Looks\Eng like\Eng Akki\Hin=अक्की fans\Hin=फZzस् are\Eng very\Eng happy\Eng after\Eng long\Eng time\Eng 😂😂😂\O 

#\O GoldTrailer\Eng "\O 
105\O ,\O Badumbaaa\Hin=बदम्बा .\O Good\Eng night\Eng https\Eng ://\O t\Eng .\O co\Eng /\O oqQUoyH742\Eng 
106\O ,"\O My\Eng week\Eng on\Eng Twitter\Eng 🎉:\O 306\O Mentions\Eng ,\O 15\O .\O 4K\Eng Mention\Eng Reach\Eng ,\O 2\O .\O 61K\Eng Likes\Eng ,\O 473\O Retweets\Eng ,\O 75\O New\Eng Followers\Eng .\O See\Eng yours\Eng wit\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O i8AsaN5jqj\Eng "\O 
107\O ,"\O My\Eng week\Eng on\Eng Twitter\Eng 🎉:\O 306\O Mentions\Eng ,\O 15\O .\O 4K\Eng Mention\Eng Reach\Eng ,\O 2\O .\O 61K\Eng Likes\Eng ,\O 473\O Retweets\Eng ,\O 75\O New\Eng Followers\Eng .\O See\Eng yours\Eng wit\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O lVaumCJFCB\Eng "\O 
108\O ,\O RT\Eng @\O KapilMishra\Hin=कपिलमेशरा _\O IND\Eng :\O https\Eng ://\O t\Eng .\O co\Hin=को /\O tAWgynnSHH\Hin=तव्गाइन्Mश 
109\O ,\O Worth\Eng thinking\Eng 👇👇👇👇👇\O https\Eng ://\O t\Eng .\O co\Eng /\O f2pnrYtNWW\Hin=फ्2प्नराइत्zव्व् 
110,"13\O Followed\Eng ,\O 5\O Unfollowed\Eng me\Eng (\O monitored\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )"\O 
111\O ,\O This\Eng guy\Eng is\Eng different\Eng .\O He\Eng knows\Eng exactly\Eng what\Eng he\Eng is\Eng doing\Eng and\Eng importantly\Eng he\Eng knows\Eng how\Eng to\Eng mold\Eng @\O BeingSalmanKhan\Eng bhai\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O NElKdUp8Tu\Hin=नेल्क्डुप्8तू 
112\O ,"\O If\Eng @\O BeingSalmanKhan\Eng films\Eng can\Eng earn\Eng 150\O cr\Eng nett\Eng with\Hin=विद WAHIYAAT\Hin=वाहियात directors\Eng ,\O wahiyaar\Hin=वाहियार story\Hin=स्टोरी then\Eng imagine\Eng what\Eng he\Eng can\Eng do\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O AEAgqJWBQ3\Eng "\O 
113\O ,"\O Isko\Hin=इस्को bolte\Hin=बोलते hai\Hin=हैं TRAILER\Hin=ट्रेलर #\O GoldTrailer\Eng 

https\Eng ://\O t\Eng .\O co\Hin=को /\O dPsKawxKf2\Hin=ड्प्स्काव्क्स्क्फ्2 "\O 
114\O ,"\O TERRIFIC\Eng TERRIFIC\Eng #\O GoldTrailer\Eng 

What\Eng a\Eng trailer\Eng .\O All\Eng films\Eng MUST\Eng POSTPONE\Eng their\Eng release\Eng dates\Eng .\O 

Background\Eng score\Eng is\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O iQsBdfCYAO\Hin=इक़्स्ब्द्फ्सिआओ "\O 
115\O ,@\O ritikakshetrap1\Eng @\O dare\Eng _\O beat\Hin=बीअट् @\O imVkohli\Hin=इम्व्कोहली @\O AnushkaSharma\Hin=अनष्काशर्मा @\O BeingSalmanKhan\Hin=बेंग्सलमंखन @\O swachhbharat\Hin=स्वछ्भारत @\O iKamaIRKhan\Hin=इकमैर्खन You\Hin=यूं may\Eng call\Eng this\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O OYMYZeknqd\Hin=ओइम्य्जेक्न्क़्ड 
116\O ,"\O Teacher\Hin=टीचर :\O Iss\Hin=इश्स muhaavre\Hin=मुहावरे ka\Hin=का udaahran\Hin=उडाह्रन do\Hin=दो 

‘\O Begaani\Hin=बेगानी shaadi\Hin=शाडी mein\Hin=मेइं Abdullah\Hin=अब्दुल्लाह deewana\Hin=दीवाना ’\O 

Chantu\Hin=चांतु :\O Hindustaaniyon\Hin=हिन्दुस्तानियों ka\Hin=का raat\Hin=राअत् bhar\Hin=भार j\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O Pp17OyQ1VK\Eng "\O 
117\O ,"\O Our\Eng biggest\Eng fans\Eng this\Eng week\Eng :\O @\O SabinaLamba\Hin=सार्बिनलम्बा ,\O @\O smojawala\Hin=स्मौजवला ,\O @\O SunnyShines\Eng _.\O Thank\Eng you\Eng !\O via\Eng https\Eng ://\O t\Eng .\O co\Eng /\O YW3ZTgIYAP\Eng https\Eng ://\O t\Eng .\O co\Eng /\O JDKaN8m1zb\Eng "\O 
118\O ,"\O Goood\Hin=गुऊद morning\Eng people\Eng .\O 

M\Eng looking\Eng for\Eng the\Eng one\Eng who\Eng started\Eng trend\Eng #\O MondayMotivation\Eng 😡😡😡\O 

Have\Eng a\Eng great\Eng week\Eng 🙏🙏🙏🙏👍👍"\O 
119\O ,\O Agle\Hin=अगले janam\Hin=जनम https\Eng ://\O t\Eng .\O co\Eng /\O rpfwTnqeft\Eng 
120\O ,\O Much\Eng better\Eng than\Eng both\Eng as\Eng an\Eng actor\Eng https\Eng ://\O t\Eng .\O co\Eng /\O OpnNnFsAK6\Eng 
121\O ,\O Because\Eng srk\Eng fans\Eng cant\Eng see\Eng him\Eng like\Eng the\Eng way\Eng he\Eng has\Eng shown\Eng https\Eng ://\O t\Eng .\O co\Eng /\O gY7qT7Qi90\Eng 
122\O ,@\O basak\Hin=बसाक _\O sanam\Hin=सनम M\Hin=म i\Hin=इ naughty\Hin=नौग्टी ?\O Really\Hin=रिअल्ली 🤔\O 
123\O ,\O There\Eng is\Eng always\Eng a\Eng next\Eng time\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O zN2WfvnTI4\Eng 
124,200\O cr\Hin=क्र lifetime\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O rBV5qymyGI\Eng 
125\O ,\O Awsome\Eng poster\Eng .\O #\O FanneyKhan\Hin=फननेय्खान 
126,120\O to\Eng 140\O cr\Eng lifetime\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O YoGgPhokSw\Hin=थोगफोक्स्व् 
127\O ,"\O Not\Eng possible\Eng with\Eng #ज़ीरो\O #\O Zero\Eng for\Eng sure\Eng .\O 
He\Hin=ही shd\Hin=श्ड़ work\Eng on\Eng #\O Don3\Eng ASAP\Eng https\Eng ://\O t\Eng .\O co\Eng /\O TBXfakWlIt\Eng "\O 
128\O ,\O Respect\Eng women\Eng lukhhe\Hin=लुख्हे https\Eng ://\O t\Eng .\O co\Eng /\O KBtyiVJcX1\Eng 
129\O ,\O Everyone\Eng who\Eng does\Eng good\Eng .\O We\Hin=वी shd\Hin=श्ड़ give\Eng chance\Eng to\Eng all\Eng .\O Wht\Hin=व्ट say\Eng ?\O https\Eng ://\O t\Eng .\O co\Eng /\O 7rHIfqmKKz\Eng 
130\O ,\O M\Hin=म good\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ixXw9VGJ3M\Eng 
131\O ,\O Its\Eng a\Eng clash\Eng .\O 50\O to\Eng 60\O cr\Eng nett\Eng would\Eng be\Hin=बे HIT\Hin=हीत https\Eng ://\O t\Eng .\O co\Eng /\O ba2pX4Zl07\Eng 
132,8\O wa\Hin=वा ajooba\Hin=अजूबा https\Eng ://\O t\Eng .\O co\Eng /\O hvgcFA1qID\Eng 
133\O ,\O Abe\Eng trailer\Eng aane\Hin=आने de\Hin=दे https\Eng ://\O t\Eng .\O co\Eng /\O GkimHhxR9S\Eng 
134\O ,\O On\Eng cards\Eng .\O But\Eng not\Eng soon\Eng https\Eng ://\O t\Eng .\O co\Eng /\O L7AMuFC2lT\Eng 
135\O ,\O Kyon\Hin=क्यों ki\Hin=की logon\Hin=लोगों ne\Hin=ने bollywood\Hin=बोलीवुड ka\Hin=का majaak\Hin=मजाक bana\Hin=बना ke\Hin=क rakha\Hin=रखा hai\Hin=हैं https\Eng ://\O t\Eng .\O co\Hin=को /\O SUOmdz2hOi\Hin=सुओम्ज़्2ओई 
136\O ,\O Time\Hin=टाइम ke\Hin=क hisab\Hin=हिसब se\Hin=सी jaroorat\Hin=जरूरत ban\Hin=बान jati\Hin=जाती hai\Hin=हैं https\Eng ://\O t\Eng .\O co\Eng /\O nww94yL9QU\Eng 
137\O ,\O Will\Eng go\Hin=गो #\O Aiyyary\Hin=इयारी way\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O tC2xJQqtt3\Hin=च्2क्स्ज्क़्क़्त्त्3 
138\O ,\O BJP\Eng for\Eng sure\Eng lekin\Eng मर\O मर\O के\O https\Eng ://\O t\Eng .\O co\Eng /\O lX7GOX4DLa\Eng 
139\O ,\O Great\Eng PR\Eng https\Eng ://\O t\Eng .\O co\Eng /\O aicQjkCB7C\Eng 
140\O ,"#\O Gold\Eng is\Eng looking\Eng good\Eng but\Eng too\Eng much\Eng competition\Eng will\Eng hamper\Eng .\O 
85\O to\Eng 100\O cr\Eng lifetime\Eng https\Eng ://\O t\Eng .\O co\Eng /\O RomiEr1Jgd\Hin=रोमिय्र्1ज्ग्ड़ "\O 
141\O ,"\O Guys\Hin=गुइ lets\Hin=लेट्स start\Eng Q\Eng &\O amp\Eng ;\O A\Eng session\Eng .\O 

Use\Eng #\O AskPKRK\Eng "\O 
142\O ,\O Welcome\Hin=वेल्कमअ to\Eng my\Eng new\Eng 12\O followers\Eng and\Eng goodbye\Eng to\Eng 3\O unfollowers\Eng (\O FREE\Eng stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O bpLMmfMPZE\Hin=ब्प्म्म्फ्म्प्जे )\O 
143\O ,#\O Race3\Eng collected\Eng strictly\Eng descent\Eng 5.5\O cr\Eng nett\Eng in\Eng Saturday\Eng .\O Growth\Eng from\Eng friday\Eng was\Eng approx\Eng 30%\O due\Eng to\Eng single\Eng screens\Eng .…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O OmzIbOWX9o\Hin=ओम्ज़िबोक्स्9ओ 
144\O ,"\O Happy\Eng Sunday\Eng guys\Eng .\O 

Lets\Hin=लेट्स have\Eng chat\Eng today\Eng evening\Eng 9PM\Eng 

🙏🙏"\O 
145\O ,"\O Good\Eng night\Eng people\Eng .\O 
Stay\Eng hungry\Eng stay\Eng foolish\Eng 🙏🙏🤙🤙\O 

Epic\Eng forward\Eng 😂😂🤪🤪\O https\Eng ://\O t\Eng .\O co\Eng /\O Hx1XHN4uOh\Eng "\O 
146\O ,\O FYI\Eng @\O BeingSalmanKhan\Eng https\Eng ://\O t\Eng .\O co\Eng /\O uhjskST7OL\Hin=उझ्स्क्स्त्7औल 
147\O ,"\O Congratulations\Eng Team\Eng India\Eng .\O You\Eng always\Eng make\Eng us\Hin=उस PROUD\Hin=प्रुड़ .\O 

Mauka\Hin=मौका mauka\Hin=मौका 😂😂😂\O 

#\O IndVsPak\Hin=इंद्व्स्पक #\O Hockey\Eng https\Eng ://\O t\Eng .\O co\Eng /\O zA0gYu5F7c\Eng "\O 
148\O ,"\O RT\Eng @\O SrBachchan\Hin=शरबचचान :\O T\Hin=त 2846\O -""\O उपलब्धि\O और\O आलोचना\O 
एक\O दूसरे\O के\O पूरक\O हैं\O !\O 
आपकी\O उपलब्धियां\O बढ़ेगी\O तो\O 
निश्चित\O ही...\O आलोचना\O भी\O बढे़गी\O !""~\O Ef\Hin=इफ़ 

achie\Eng …"\O 
149\O ,@\O basak\Hin=बसाक _\O sanam\Hin=सनम 🙏🙏👋👋\O 
150\O ,\O Last\Eng 24\O Hours\Eng =\O 11\O Followers\Eng and\Eng 8\O Unfollowers\Eng (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र app\Eng )\O 
151\O ,\O BJP\Eng must\Eng be\Eng celebrating\Eng today\Eng #\O ShyamaPrasadMookherjee\Eng day\Eng like\Eng Diwali\Hin=दिवाली .\O 🙏🙏\O 
152\O ,"\O If\Eng #\O Sanju\Eng becomes\Eng flop\Eng then\Eng it\Eng can\Eng be\Eng big\Eng big\Eng problem\Eng to\Eng Ranbir\Eng .\O 

But\Hin=बुत i\Hin=इ doubt\Eng it\Eng will\Eng be\Eng flop\Eng .\O Acting\Eng is\Eng superb\Eng .\O 🙏"\O 
153\O ,"\O Reports\Eng are\Eng out\Eng .\O 
In\Hin=इन #\O Sanju\Hin=संजू ,\O Hirani\Hin=हिरनी sahab\Eng tried\Eng to\Eng make\Eng Sanjay\Hin=संजय dutt\Hin=दत्त great\Eng guy\Eng with\Eng NO\Eng mistakes\Eng .\O 

This\Eng cant\Eng be\Eng cal\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O oYnz1436uA\Eng "\O 
154\O ,"\O Good\Hin=गूद morning\Eng tweeple\Eng .\O 

Life\Hin=लाइफ is\Eng a\Hin=आ RACE\Hin=रसे not\Eng #\O Race3\Eng 😂😂😂"\O 
155\O ,"\O BREAKING\Hin=ब्रेअकिंग :\O -\O 
कल\O रात\O से\O राम\O देव\O बाबा\O कोमा\O में\O है।सूत्रों\O का\O कहना\O है\O उन्होंने\O यह\O वीडियो\O देखा\O था।👇👇\O 
😂😂😂\O https\Eng ://\O t\Eng .\O co\Hin=को /\O dNXroOadRJ\Hin=ड्Mक्स्रोअद्र्ज "\O 
156\O ,"\O Good\Eng night\Eng people\Eng .\O Love\Hin=लव you\Hin=यूं all\Eng .\O 

Happy\Eng weekend\Eng 👍👍\O https\Eng ://\O t\Eng .\O co\Eng /\O lsW1fRakE8\Eng "\O 
157\O ,\O Last\Eng 24\O Hours\Eng =\O 11\O Followers\Eng and\Eng 1\O Unfollowers\Eng (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र app\Eng )\O 
158\O ,@\O basak\Hin=बसाक _\O sanam\Hin=सनम True\Eng 
159\O ,"@\O basak\Hin=बसाक _\O sanam\Hin=सनम Yeah\Hin=या i\Hin=इ know\Hin=क्नो these\Eng incidences\Eng .\O 
I\Eng condemn\Eng these\Eng both\Eng incidents\Eng .\O And\Hin=एंड I\Eng believe\Eng there\Eng are\Hin=अरे BAD\Hin=बद elements\Eng in\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O n88GIVCwr9\Eng "\O 
160\O ,\O RT\Eng @\O BeingSalmanKhan\Eng :\O I\Eng thank\Eng every\Eng 1\O who\Eng has\Eng gone\Eng to\Eng see\Eng #\O Race3\Eng in\Eng the\Eng theaters\Eng n\Eng each\Hin=ईअच् n\Eng every\Eng 1\O individually\Eng for\Eng watching\Eng race\Eng n\Eng glad\Eng that\Eng …\O 
161\O ,"\O All\Eng @\O BeingSalmanKhan\Hin=बेंग्सलमंखन fans\Eng ,\O 
Do\Hin=दो you\Hin=यूं want\Hin=वान्त Salman\Hin=सलमन bhai\Hin=भाई to\Hin=तू do\Eng film\Eng with\Eng blockbuster\Eng director\Eng @\O ARMurugadoss\Eng ??\O 

#\O Sarkar2ndLook\Hin=सरकर्2zडलुक #\O Sarkar\Hin=सरकर "\O 
162\O ,"\O Sir\Eng ,\O with\Eng all\Eng due\Eng respect\Eng ,\O 

Alll\Hin=अल्ल fans\Eng want\Eng you\Eng to\Eng do\Hin=दो HATKE\Hin=हटके movies\Hin=मूवीअओं with\Eng directors\Eng like\Eng SLB\Hin=स्ल्ब ,\O Hirani\Hin=हिरनी ,\O Farhan\Hin=फ़रहन /\O Zoya\Hin=ज़ोया ,\O Kab\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O aL7gTI3yJu\Hin=अल्7ग्ति3यजू "\O 
163\O ,"#\O RACE3\Eng 
WEEK\Hin=वीक 1\O :\O 138\O cr\Eng nett\Eng 

Business\Eng has\Eng droppped\Eng badly\Eng and\Eng i\Eng wont\Eng do\Eng 175\O cr\Eng business\Eng .\O If\Eng it\Eng does\Eng then\Eng it\Eng will\Eng have\Hin=हवे AVERAGE\Hin=अवरगे tag\Hin=तग ."\O 
164\O ,"@\O basak\Hin=बसाक _\O sanam\Hin=सनम Well\Eng ,\O I\Eng really\Eng don\Hin=दान ’\O t\Hin=त know\Eng anything\Eng about\Eng this\Eng .\O Where\Eng can\Eng i\Hin=इ see\Hin=से that\Eng "\O 
165\O ,"\O How\Eng was\Eng your\Eng day\Eng guys\Eng ?\O 
Long\Eng time\Eng no\Eng talk\Eng .\O Lets\Eng talk\Eng tomm\Hin=तोम्म night\Eng 10PM\Eng .\O 

#\O AskPKRK\Eng "\O 
166\O ,"\O Tere\Hin=तेरे jaise\Hin=जैसे mahaan\Hin=महान atma\Hin=आत्मा jinda\Hin=जिंदा hai\Hin=हैं isiliye\Hin=इसीलिए Kejriwal\Hin=केजरिवल jaiso\Hin=जैसो ki\Hin=की daal\Hin=डाल gal\Hin=गाल rahi\Hin=रही hai\Hin=हैं .\O 

Cancer\Hin=कैंसर aur\Hin=अर् khaansi\Hin=खाँसी Zukaam\Hin=जुकाम me\Hin=मे fark\Hin=फ़र्क …\O https\Eng ://\O t\Eng .\O co\Eng /\O 2A88q4diqG\Eng "\O 
167\O ,"\O Kamaal\Hin=कमाल hai\Hin=हैं @\O ArvindKejriwal\Hin=अरविंड़केजरिवल ki\Hin=की ,\O 

Mohalla\Eng clinics\Eng ko\Eng world\Eng class\Eng bolte\Hin=बोलते hai\Hin=हैं aur\Hin=अर् khud\Hin=खहुद ilaaj\Hin=इलाज ke\Hin=क liye\Hin=लिये Bangalore\Hin=बंगलूर nikalte\Hin=निकलते hai\Hin=हैं 😂😂😂"\O 
168\O ,\O Last\Eng 24\O Hours\Eng =\O 12\O Followers\Eng and\Eng 11\O Unfollowers\Eng (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र app\Eng )\O 
169\O ,\O True\Eng that\Eng Sanam\Eng https\Eng ://\O t\Eng .\O co\Eng /\O xjpfN17fwT\Eng 
170\O ,\O RT\Eng @\O NathRaviShankar\Hin=नाथ्रविशंकर :\O https\Eng ://\O t\Eng .\O co\Hin=को /\O dS7c0fiNOr\Hin=ड्स्7च्0फिनर 
171\O ,"\O Some\Eng good\Eng news\Eng for\Eng #\O Race3\Eng 

Race3\Eng maintained\Eng at\Eng same\Eng level\Eng as\Eng it\Eng was\Eng on\Eng Wednesday\Eng .\O Collected\Eng good\Eng 8\O cr\Eng nett\Eng .\O Drop\Hin=ड्रॉप i\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O LWyVwjPxGR\Hin=लव्य्व्व्ज्प्क्स्ग्र "\O 
172\O ,"\O On\Eng the\Eng eve\Eng of\Eng #\O InternationalYogaDay2018\Eng 
I\Eng request\Eng everyone\Eng to\Eng accept\Eng YOGA\Hin=योग as\Eng Integral\Eng part\Eng of\Eng our\Eng lives\Eng and\Eng make\Eng ou\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O ORPyLxVnFl\Eng "\O 
