,0\O 
75\O ,\O Hosting\Eng a\Eng Chai\Hin=चाई Adda\Hin=अदा at\Eng my\Eng studio\Eng @\O Chaiforcancer\Eng with\Eng @\O vijivenkatesh\Hin=विजीवेंकटेश and\Hin=एंड the\Eng Max\Eng Foundation\Eng .\O Thanks\Eng to\Eng all\Eng the\Eng liste\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 3HrSjiUILI\Hin=3ह्र्स्जिउइली 
76\O ,\O Dude\Hin=डुड़े !\O This\Hin=तीस Sanju\Eng trailer\Eng !\O Watched\Eng it\Eng while\Eng simultaneously\Eng Looking\Eng at\Eng a\Eng pic\Eng of\Eng Sanjay\Eng Dutt\Hin=दत्त .\O Are\Hin=अरे we\Eng sure\Eng that\Eng ’\O s\Eng Rabir\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O gTj73kSKlZ\Eng 
77\O ,"\O Ok\Hin=अक now\Hin=नो you\Hin=यूं ’\O re\Hin=री just\Eng rubbing\Eng it\Eng in\Eng ,\O Kim\Eng !\O 😡\EMT You\Eng tell\Hin=टेल me\Hin=मे about\Eng last\Eng night\Eng in\Eng detail\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O Mf63tjW6D3\Eng "\O 
78\O ,\O This\Eng is\Eng a\Eng shindae\Eng ?\O Shinde\Hin=शिंदे ??\O Tizz\Hin=तिज्ज़ !!!\O The\Eng highly\Eng glowing\Eng Kareena\Hin=करीना Kapoor\Eng gives\Eng us\Eng a\Eng new\Eng Dictionary\Eng of\Eng Mess\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O JG6U7qmngc\Eng 
79\O ,\O Maybe\Eng they\Eng should\Eng hold\Eng on\Eng till\Eng they\Eng get\Eng to\Eng Churchgate\Eng ?\O Rumour\Eng has\Eng it\Eng that\Eng it\Eng never\Eng floods\Eng 😄\EMT Also\Eng they\Eng ’\O ll\Eng find\Eng a\Eng loo\Hin=ल्zऊ i\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O c96od5lfTA\Eng 
80\O ,"\O Are\Hin=अरे we\Hin=वी #\O MumbaiRainReady\Hin=मुंबैरम्zअरेडी ?\O Which\Eng areas\Eng do\Eng you\Eng think\Eng need\Eng a\Eng glance\Eng ?😈\O We\Eng have\Eng covered\Eng :\O vile\Eng Parle\Hin=पारले (\O E\Hin=ए ),\O Andheri\Hin=अंधेरी Kurla\Hin=कुरला rd\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O wlFlYGXpHm\Hin=व्ल्फ्ल्य्ग्क्स्फ्म "\O 
81\O ,#\O chaiforcancer\Eng tomorrow\Eng at\Eng my\Eng studio\Eng .\O I\Eng invite\Eng you\Eng .\O If\Eng you\Eng would\Eng like\Eng to\Eng come\Eng message\Eng me\Hin=मे or\Eng call\Eng 66935935\O and\Eng enjoy\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O GFawyHfxLV\Eng 
82\O ,"\O Starting\Eng this\Eng morning\Eng every\Eng morn\Hin=मोर्M ‘\O Are\Hin=अरे we\Hin=वी Rain-Ready\Eng ?’\O happens\Eng on\Eng my\Eng morning\Eng Show\Eng .\O We\Hin=वी are\Eng checking\Eng out\Eng the\Eng roads\Eng ,\O th\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O HY0uYLE6kb\Eng "\O 
83\O ,"\O When\Eng would\Eng a\Eng new\Eng bride\Eng tell\Eng her\Eng husband\Eng ,\O “\O Don\Eng ’\O t\Hin=त touch\Hin=टुच me\Hin=मे ”\O ?\O Tell\Eng it\Eng like\Hin=लीके #\O SonamKapoor\Hin=सोनमकपूर 😈\EMT to\Hin=तू The\Eng Mister\Hin=मिस्टर Ahuja\Eng ;)\EMT Chec\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O bLMQ64KZz7\Eng "\O 
84\O ,\O Agreed\Eng and\Eng how\Eng :)\EMT ❤️❤️❤️\O https\Eng ://\O t\Eng .\O co\Eng /\O gd3qx8kR7j\Eng 
85\O ,\O In\Eng the\Eng stadium\Eng NOW\Eng !\O Rooting\Eng for\Eng the\Eng #\O orangearmy\Eng #\O IPLfinal\Eng #\O CSKvSRH\Eng #\O wankhede\Eng #\O garwarestand\Eng https\Eng ://\O t\Eng .\O co\Eng /\O QsVNY3aqWR\Eng 
86\O ,\O Wooohoooo\Hin=वुऊह्zउऊ can\Hin=सकें ’\O t\Hin=त wait\Eng to\Eng be\Eng In\Hin=इन That\Eng stadium\Eng to\Eng cheer\Eng !\O #\O OrangeArmy\Eng https\Eng ://\O t\Eng .\O co\Eng /\O k3l6U4fBiy\Eng 
87\O ,"\O Sports\Eng seem\Eng like\Eng the\Eng purest\Eng measure\Eng of\Eng human\Eng emotion\Eng !\O In\Eng a\Eng world\Eng where\Eng men\Hin=मन are\Eng mostly\Eng encouraged\Eng to\Eng not\Eng cry\Eng ,\O to\Eng see\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O f1gUEGOhzp\Eng "\O 
88\O ,\O RT\Eng @\O BinnySamuel1\Eng :\O @\O mymalishka\Eng you\Hin=यूं are\Eng the\Eng only\Eng one\Eng who\Eng can\Eng influence\Eng Mumbaikars\Eng .....\O Will\Hin=विल u\Hin=उ plz\Hin=प्ल्ज़ urge\Hin=उर्जे the\Eng people\Eng in\Eng Mumbai\Eng to\Eng use\Eng dipper\Eng wh\Hin=व् …\O 
89\O ,\O Accepted\Eng .\O Coming\Eng soon\Eng ...\O https\Eng ://\O t\Eng .\O co\Eng /\O G37FMNu3MK\Eng 
90\O ,"\O RT\Eng @\O RanaAyyub\Eng :\O Washington\Eng Post\Eng on\Eng the\Eng harassment\Eng I've\Eng undergone\Eng ,\O UN's\Eng response\Eng ,\O and\Eng the\Eng state\Eng of\Eng press\Eng freedom\Eng in\Eng India\Eng .\O I\Eng hope\Eng the\Eng govern\Eng …"\O 
91\O ,\O Meeting\Eng ‘\O em\Eng power\Eng ladisss\Eng while\Eng toasting\Eng to\Eng books\Eng :)\EMT .\O @\O RegaJha\Eng finally\Eng we\Eng meet\Hin=मीत !\O I\Eng love\Hin=लव your\Eng glasses\Eng and\Eng your\Eng teeth\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O wbG6uVU9ub\Eng 
92\O ,"\O Did\Hin=दीद you\Eng hear\Eng the\Eng animals\Eng speak\Eng in\Eng my\Eng studio\Eng ?\O The\Eng dogs\Eng ,\O cats\Eng ,\O birds\Eng ,\O cows\Eng ...\O about\Eng their\Eng dependency\Eng on\Eng you\Eng and\Eng me\Eng fo\Hin=फ़ो …\O https\Eng ://\O t\Eng .\O co\Eng /\O NJ5WCES3k4\Eng "\O 
93\O ,\O Check\Hin=चेक this\Eng out\Eng NOW\Hin=नो !\O That\Hin=शत chat\Eng that\Eng everyone\Eng is\Eng talking\Eng about\Eng ;)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O B9eiTeV9PW\Eng 
94\O ,\O Leading\Eng her\Eng by\Eng the\Eng hand\Eng ..\O Coz\Hin=कोज़ ladies\Hin=लडीअज् sangeet\Hin=संगीत !\O #\O KareenaKapoorKhan\Hin=करीनकपूरखन being\Eng a\Eng true\Eng Veere\Hin=वीरे in\Eng my\Eng studio\Eng !\O #\O dancediva\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O aFlphYngKB\Hin=अफ्ल्फ्य्Mक्ब 
95\O ,\O OMG\Eng !\O Listening\Eng to\Eng the\Eng interviews\Eng with\Eng the\Eng Veeres\Eng again\Eng .\O So\Hin=सो funny\Eng !\O Sonam\Hin=सोनम Kapoor\Hin=कपूर coming\Eng up\Eng talking\Eng about\Eng things\Eng Anand\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O rqthHUsHK3\Hin=र्क़्थुश्क्3 
96\O ,\O Veere\Hin=वीरे Ki\Hin=की shadi\Hin=शाद़ी hum\Hin=हम sab\Hin=सब deewane\Hin=दीवाने !\O Who\Hin=वो needs\Eng an\Eng interview\Eng when\Eng the\Eng ladies\Eng chat\Eng at\Eng the\Eng drop\Eng of\Eng a\Eng hat\Hin=हट ?\O @\O ReallySwara\Hin=रिअल्ल्य्स्वरा …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O XnEJFb1iVu\Hin=क्स्नेज्फ्ब्1ईवू 
97\O ,\O Imma\Eng be\Eng your\Hin=यर fave\Hin=फव sexy\Eng contestant\Eng evvvvver\Eng :)\EMT #\O thegeneralfungameshow\Eng #\O cantwait\Eng is\Eng happening\Eng 😈\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O soIwdnvt0P\Hin=सोईव्ड्zव्त्0प 
98\O ,\O Growing\Eng up\Eng one\Eng of\Eng the\Eng dreams\Eng @\O k\Hin=क _\O satyarthi\Hin=सत्यर्थी had\Eng was\Eng to\Eng take\Eng a\Eng selfie\Eng with\Eng a\Eng Nobel\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O WGnQTIqwxA\Hin=व्ग्न्क़्टीक़्व्ग्जा came\Eng true\Eng f\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O OXNnOYTbj7\Hin=आक्स्न्नोट्ब्ज्7 
99\O ,"@\O KarishmaWrites\Eng This\Eng is\Eng actually\Eng just\Eng a\Eng ‘\O Note\Eng to\Eng Self\Eng ’\O isn\Eng ’\O t\Eng it\Eng ,\O Kim\Eng ?\O 🙄"\O 
100\O ,"\O RT\Eng @\O arjunk26\Eng :\O With\Eng great\Eng pleasure\Eng ,\O I\Eng would\Eng like\Eng to\Eng congratulate\Eng &\O amp\Eng ;\O celebrate\Eng the\Eng #\O BendTheGender\Eng winners\Eng !\O 
All\Eng their\Eng stories\Eng are\Eng unique\Eng &\O amp\Eng ;\O exc\Hin=एक्स्ख …"\O 
101\O ,"\O That\Eng ’\O s\Eng the\Hin=ते way\Eng ,\O Faye\Hin=फ़ाये ;)\EMT Still\Eng singing\Eng the\Eng song\Eng I\Eng sang\Eng when\Eng we\Eng first\Eng met\Eng .\O I\Hin=इ don\Hin=दान ’\O t\Hin=त know\Eng another\Eng who\Eng deserves\Eng it\Eng more\Eng ❤️…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 39rdFZb5mH\Eng "\O 
102\O ,"\O RT\Eng @\O indiaradioforum\Eng :\O The\Eng Best\Eng Marketing\Eng Campaign\Eng is\Eng bagged\Eng by\Eng @\O RedFMIndia\Eng for\Eng show\Eng conducted\Eng by\Eng @\O mymalishka\Hin=मीनलिश्का -\O Malishka\Hin=म्लिश्का Ko\Hin=को Matt\Hin=मत Sunn\Hin=सुन्न .\O 

#\O IRF2\Eng …"\O 
103\O ,"\O A\Eng throne\Eng added\Eng ,\O a\Eng chair\Eng deleted\Eng !\O I\Eng ’\O ve\Eng slept\Eng like\Eng a\Eng princess\Eng that\Eng got\Eng pricked\Eng by\Eng a\Eng needle\Hin=नीअड्ली (\O Ok\Eng ,\O cough\Eng medication\Eng 🙄)\O a\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O rgXWPwk3GC\Eng "\O 
104\O ,\O I\Eng have\Eng been\Eng wanting\Eng to\Eng meet\Eng you\Eng for\Eng so\Eng long\Eng now\Eng !!\O It\Hin=इट ’\O s\Eng High\Eng time\Eng !\O Never\Eng mind\Eng another\Eng Time\Eng .\O #\O Highjack\Eng -\O time\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O jGyZ1hQ1Tz\Hin=ज्ग्य्ज़्1क़्1ट्ज़ 
105\O ,@\O kaneezsurka\Eng Whoa\Hin=व्होआ !!\O I\Hin=इ just\Hin=जस्ट wanna\Hin=वाना see\Eng which\Eng ones\Eng will\Eng be\Eng the\Eng winners\Eng ?\O Will\Eng they\Eng be\Eng on\Eng your\Eng #\O TheGeneralFungameshow\Eng li\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 7AWDITxiRk\Eng 
106\O ,"\O Isn\Eng ’\O t\Eng it\Eng unnerving\Eng when\Eng the\Eng plane\Eng staff\Eng comes\Eng around\Eng to\Eng check\Eng on\Eng your\Eng seat\Eng belts\Eng ?\O You\Hin=यूं ’\O re\Eng pulling\Eng your\Eng stomach\Eng in\Eng ,\O t\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O o6NBS4KwQN\Eng "\O 
107\O ,\O Brava\Eng !!\O https\Eng ://\O t\Eng .\O co\Eng /\O 5NMYSxi31i\Eng 
108\O ,\O I\Eng have\Eng been\Eng wanting\Eng to\Eng meet\Eng you\Eng for\Eng so\Eng long\Eng now\Eng !!\O Never\Eng mind\Eng another\Eng Time\Eng .\O It\Hin=इट ’\O s\Eng High\Eng Time\Eng ;)\EMT #\O Highjack\Eng -\O time\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O jGyZ1hQ1Tz\Hin=ज्ग्य्ज़्1क़्1ट्ज़ 
109\O ,"\O Was\Eng my\Eng pleasure\Eng .\O So\Eng good\Eng to\Eng see\Eng you\Eng on\Eng the\Eng big\Eng screen\Eng ,\O all\Eng born\Eng to\Eng it\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O 6yWTiDdlkO\Hin=6ईव्तिद्लकों "\O 
110\O ,\O A\Eng super\Eng film\Eng to\Eng get\Eng high\Eng on\Eng esp\Eng the\Eng laughs\Hin=लाऊग :)\EMT I\Hin=इ guess\Eng good\Eng actors\Eng lift\Eng every\Eng line\Eng even\Eng if\Eng it\Eng ’\O s\Eng a\Eng simple\Eng one\Eng !…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 4jbgECwYIa\Hin=4ज्ब्गेच्व्यिया 
111\O ,"\O Mumbai\Eng ,\O aren't\Eng you\Eng tired\Eng of\Eng being\Eng stuck\Eng in\Eng traffic\Eng for\Eng hours\Eng ??\O It\Eng can\Eng all\Eng change\Eng !\O Explore\Eng #\O NewCuffeParade\Eng by\Eng @\O LODHA\Hin=लोधा …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O bWsTQqPVfl\Eng "\O 
112\O ,"\O Dayumm\Eng !\O So\Eng obvious\Eng but\Eng so\Eng easy\Eng to\Eng forget\Eng and\Eng so\Eng powerful\Eng to\Eng remember\Eng during\Eng hangout\Eng ’\O s\Eng ,\O negotiations\Eng ,\O living\Eng life\Eng in\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O kklgVNOIwM\Eng "\O 
113\O ,\O Aam\Hin=आअम् ke\Hin=क Aam\Hin=आअम् ...\O unhi\Hin=उन्ही ke\Hin=क naam\Hin=नाअम् arzz\Hin=अर्ज्ज़ hai\Hin=हैं ...\O because\Eng mango\Eng is\Eng bae\Eng ❤️💋\O Especially\Eng the\Eng ‘\O low\Eng hanging\Eng fruit\Eng ’\O 😆\EMT And\Hin=एंड in\Eng Mangalore\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O ZhqZnzPEFm\Hin=ज़्ह्क़्ज्Mज्पिफ्म 
114\O ,@\O fayedsouza\Eng How\Eng on\Eng earth\Eng would\Eng you\Eng know\Eng that\Eng ???\O Such\Eng a\Eng Journo\Eng na\Eng 😳\EMT 
115\O ,#\O Mangaloreweddings\Eng #\O Not\Eng @\O ine\Eng before\Eng you\Eng ask\Eng :)\EMT but\Eng dressing\Eng up\Eng is\Eng such\Eng fun\Eng .\O And\Hin=एंड dancing\Eng at\Eng a\Eng Catholic\Eng wedding\Eng ...\O u\Eng ha\Hin=ह …\O https\Eng ://\O t\Eng .\O co\Eng /\O n1lCNp5J0j\Eng 
116\O ,\O Shy-type\Eng Mangalore\Eng mornings\Eng 😊\EMT #\O touchmenot\Eng #\O consent\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 1c4xRXfZ9o\Eng 
117\O ,\O Who\Eng is\Eng dealing\Eng with\Eng what\Eng and\Eng how\Eng who\Eng on\Eng the\Eng outside\Eng ever\Eng knows\Eng .\O It\Hin=इट ’\O s\Eng unbelievable\Eng and\Eng painful\Eng to\Eng think\Eng .\O RIP\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O NEVQztkw9i\Eng 
118\O ,"\O Ok\Eng folks\Eng ,\O spinning\Eng stories\Eng ,\O telling\Eng the\Eng truth\Eng ,\O opining\Eng ,\O entertaining\Eng ,\O Being\Eng The\Eng Voice\Eng ,\O philosophising\Eng ,\O interviewing\Eng ,…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O XHfxScSlId\Hin=क्स्फ्क्स्स्क्सलाइड "\O 
119\O ,\O I\Eng am\Eng super-pumped\Eng and\Eng slightly\Eng nervous\Eng might\Eng I\Eng add\Eng !\O With\Hin=विद these\Eng 2\O sexy\Eng contestants\Eng and\Eng Queen\Eng Sexy\Hin=सेक्सी KS\Hin=क्स (\O that\Eng ’\O s\Eng you\Hin=यूं Kan\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O viiyb7YRKU\Eng 
120\O ,\O I\Eng have\Eng sent\Eng details\Eng by\Eng DM\Eng .\O It\Eng was\Eng an\Eng 8\O .\O 50am\Eng flight\Eng and\Eng we\Eng are\Eng roasting\Eng inside\Eng and\Eng no\Eng word\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O kQT3NgmDIs\Hin=क्क़्त्3Mग्मडिस 
121\O ,\O Dear\Eng @\O flyspicejet\Eng your\Eng flight\Eng is\Eng not\Eng only\Eng 2\O hours\Eng or\Eng so\Eng late\Eng to\Eng take-off\Eng but\Eng also\Eng You\Eng ’\O ve\Eng got\Eng hundreds\Eng of\Eng people\Eng on\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O y8fVVZVRt6\Eng 
122\O ,\O Could\Eng he\Eng be\Eng awake\Eng after\Eng the\Eng grand\Hin=ग्रांड #\O SonamKiShadi\Hin=सोनमकिशाद़ी celebrations\Hin=क्लेब्रेशन and\Eng be\Eng here\Eng bending\Eng genders\Eng LIVE\Eng in\Eng the\Eng flesh\Eng ?\O Answer\Eng :…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O cHvMjSMpMi\Hin=च्व्म्ज्स्Mप्मी 
123\O ,\O Throwback\Eng to\Eng our\Eng studios\Eng with\Eng @\O arjunk26\Eng ...\O For\Eng now\Eng We\Eng are\Eng bending\Eng the\Eng gender\Eng at\Eng Phoenix\Eng marketcity\Eng Kurla\Eng .…\O https\Eng ://\O t\Eng .\O co\Eng /\O 7CgztAwKtx\Eng 
124\O ,\O You\Eng should\Eng listen\Eng to\Eng the\Eng comments\Eng coming\Eng in\Eng on\Eng my\Eng show\Eng though\Eng !\O 😄\EMT Lit\Eng !\O Esp\Hin=इस्प the\Eng aunty\Eng who\Eng said\Eng hamare\Hin=हमारे zamane\Hin=ज़माने mein\Hin=मेइं kyu\Hin=किन …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O t2mOEwJhbL\Hin=त्2मोएव्झ्ब्ल 
125\O ,\O To\Eng Live-in\Eng or\Eng NOT\Hin=नोट that\Eng is\Eng the\Eng question\Eng .\O The\Eng SC\Eng has\Eng said\Eng that\Eng adults\Eng can\Eng live-in\Eng even\Eng if\Eng they\Eng aren\Eng ’\O t\Eng of\Eng marriageable\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 9AERguvRhX\Eng 
126\O ,"\O Today\Eng on\Eng my\Eng show\Eng :@\EMT arjunk26\Eng and\Eng I\Eng at\Eng phoenix\Eng marketcity\Eng at\Eng 4\O #\O bendthegender\Eng ,\O Sachin\Eng Pilgaonkar\Eng and\Eng Swapnil\Eng Joshi\Hin=जोशी mee\Hin=मे …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O h4ux0qvuMm\Hin=ह्4अक्स्0क़्वुम्म "\O 
127\O ,"\O Yeah\Hin=या check\Eng out\Eng our\Eng Veere\Eng ,\O perhaps\Eng on\Eng the\Eng way\Eng to\Eng her\Eng reception\Eng in\Eng her\Eng finest\Eng ,\O reminding\Eng us\Eng what\Eng wedding\Eng vs\Eng marriage\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 2wd3tnCFde\Eng "\O 
128\O ,\O Yeah\Hin=या I\Eng thought\Eng it\Eng could\Eng sparkle\Eng so\Eng much\Eng more\Eng .\O I\Eng kept\Eng feeling\Eng that\Eng she\Eng had\Eng incredible\Eng stories\Eng to\Eng share\Eng that\Eng didn\Eng ’\O t\Eng q\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O hWcEG876yI\Eng 
129\O ,\O Our\Eng girl\Eng @\O sonamakapoor\Hin=सोनमकपूर Ki\Hin=की shaadi\Hin=शाडी and\Hin=एंड a\Eng beautiful\Eng throwback\Eng on\Eng my\Eng show\Eng when\Eng she\Eng told\Eng me\Hin=मे the\Eng difference\Eng between\Eng shaad\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 2yqzlQxPD5\Eng 
130\O ,\O Last\Eng night\Eng ..............\O this\Eng morning\Eng .\O We\Eng clean\Eng up\Eng good\Eng ;)\EMT #\O TheAfternoon\Eng newspaper\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O wFcxhsAWAx\Hin=व्फ्च्क्सस्वैक्स 
131\O ,\O People\Eng charmed\Eng by\Eng the\Eng Radio\Eng life\Eng !\O I\Eng invited\Eng a\Eng few\Eng young\Eng ‘\O uns\Eng to\Eng the\Eng studio\Eng to\Eng try\Eng their\Eng hand\Eng or\Eng rather\Eng their\Eng voice\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O v1RyHaJdhS\Hin=व्1र्यजध 
132\O ,\O Ishan\Hin=इशान Modi\Eng wrote\Eng to\Eng me\Hin=मे on\Eng FB\Hin=फ्ब :\O mymalishka\Hin=मीनलिश्का .\O So\Eng now\Eng we\Hin=वी Gotta\Hin=गोट्टा take\Eng this\Eng up\Eng .\O Who\Eng is\Eng with\Eng me\Hin=मे ?\O Have\Eng you\Eng seen\Eng said\Eng breaker\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O azyzS2azpp\Eng 
133\O ,\O RT\Eng @\O NishantBangera1\Eng :\O @\O mymalishka\Eng thank\Hin=थान्क you\Eng so\Eng much\Eng for\Eng having\Eng us\Eng in\Eng your\Eng supremely\Eng positive\Eng studio\Eng !\O It\Eng ws\Eng an\Eng amazing\Eng time\Eng that\Eng we\Eng hd\Hin=ह्द .\O U\Hin=उ r\Hin=र a\Eng …\O 
134\O ,\O The\Eng play\Eng is\Eng back\Eng !\O #\O BilquisBegumkabaada\Hin=बिल्किसबेगुमकबादा .\O Catch\Hin=कत्च us\Hin=उस at\Eng 5\O pm\Eng this\Eng eve\Eng at\Eng the\Eng theatre\Eng of\Eng theatres\Eng @\O PrithviTheatre\Hin=पृथ्विठिएट्रे Juhu\Hin=जुहू :…\O https\Eng ://\O t\Eng .\O co\Eng /\O GwZHi0NKg4\Eng 
135\O ,\O Anushka\Hin=अनष्का Sharma\Hin=शर्मा you\Hin=यूं are\Eng a\Eng girl\Eng after\Eng my\Eng own\Eng heart\Eng !\O Have\Eng always\Eng believed\Eng that\Eng the\Eng voiceless\Eng need\Eng to\Eng be\Eng spoken\Eng up\Eng for\Eng .…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O FlgolZtToB\Hin=फ्लगोल्ज़्ट्तोब 
136\O ,"\O RT\Eng @\O RedFMIndia\Eng :\O #\O BendTheGender\Eng :\O @\O arjunk26\Eng &\O amp\Eng ;\O @\O mymalishka\Hin=मीनलिश्का honored\Eng the\Eng daily\Eng heroes\Eng who\Eng fight\Eng for\Eng gender\Eng Equality\Eng @\O yrf\Eng 
https\Eng ://\O t\Eng .\O co\Hin=को /\O GfpQOBYROf\Hin=ग्फ्प्क़ोबिरोफ़ "\O 
137\O ,\O Amen\Hin=अमं !\O You\Eng speak\Eng my\Eng mind\Hin=मिंद braaader\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O 4es2ANmh60\Eng 
138\O ,\O Thankyou\Eng Nishant\Eng and\Eng more\Eng power\Eng to\Eng who\Eng you\Eng are\Eng :)\EMT Stay\Eng inspired\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O EgbgBRGJtz\Eng 
139\O ,\O RT\Eng @\O arjunk26\Eng :\O The\Eng #\O bendthegender\Eng kinda\Eng morning\Eng with\Eng @\O RedFMIndia\Eng &\O amp\Eng ;\O @\O mymalishka\Hin=मीनलिश्का !!!\O Hearing\Eng inspirational\Eng true\Eng stories\Eng that\Eng will\Eng motivate\Eng all\Eng …\O 
140\O ,"\O We\Hin=वी are\Eng bending\Eng the\Eng gender\Eng ,\O #\O musically\Eng @\O arjunk26\Eng and\Eng I\Eng with\Eng his\Eng wowsome\Eng effort\Eng on\Eng my\Eng show\Eng @\O RedFM\Eng _\O Mumbai\Eng .\O We\Eng will\Eng al\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O ctLfeZJkyf\Hin=क्ठ्ल्फेज़्झ्क्फ़ "\O 
141\O ,\O Arjun\Hin=अर्जुन Kapoor\Eng #\O BendThegender\Eng @\O arjunk26\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O zIwUbNrIVU\Hin=ज़ीवुब्नरिवू 
142\O ,\O What\Eng the\Hin=ते wahtttt\Hin=वाह्त्ट्त्त ???\O Awesome\Eng .\O Cannot\Eng wait\Eng for\Eng what\Eng next\Eng #\O AvengersInfinityWar\Eng No\Eng Kimsicle\Eng ?\O @\O KarishmaWrites\Eng 
143\O ,\O Applauding\Eng the\Eng spirit\Eng that\Eng drives\Eng us\Eng one\Eng day\Eng at\Eng a\Eng time\Eng to\Eng Be\Hin=बे the\Eng change\Eng .\O Thankyou\Hin=थन्क्यूं Karan\Hin=करन Gupta\Eng for\Eng a\Eng wonderful\Eng eveni\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O jPWMNnlVz4\Eng 
144\O ,#\O IAmWoman\Eng Awards\Eng #\O KGEF\Eng .\O Come\Eng back\Eng later\Eng to\Eng meet\Eng these\Eng amazing\Eng women\Eng .\O So\Eng honoured\Eng to\Eng be\Eng felicitated\Eng among\Eng them\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O tg1whjoSLZ\Hin=त्ग्1व्ह्जोस्ल्ज 
145,4\O men\Hin=मन on\Eng my\Eng balcony\Hin=बालकनी !!!!\O 2\O more\Hin=मोर on\Eng their\Eng way\Eng !!!😳\O Uffff\Hin=उफ्फ़ iss\Hin=इश्स garmi\Hin=गरमी mein\Hin=मेइं naye\Hin=नये ac\Hin=एख ko\Hin=को lagaana\Hin=लगाना .\O It\Hin=इट ’\O s\Hin=स not\Eng like\Eng any\Eng of\Eng them\Eng w\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 2R9h0oFJly\Eng 
146\O ,\O Well\Eng good\Eng on\Eng you\Eng .\O You\Eng watched\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O lMsrwbthlF\Hin=ल्म्स्रव्ब्थ्ल्फ 
147\O ,"\O This\Eng workplace\Eng is\Eng fun\Eng ;)\EMT @\O RedFM\Eng _\O Mumbai\Hin=मुंबई @\O iampritampyaare\Hin=इयामपरीतंप्यारे Gya\Hin=गया ,\O Pritam\Hin=प्रीतम ’\O s\Eng previous\Eng producer\Eng and\Eng our\Eng on-air\Eng super\Eng step-in\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O Ilb1CdJk8t\Eng "\O 
