,id,tweet
90,90\O ,@\O sidkannan\Hin=सिड़कन्नन @\O diljitdosanjh\Hin=दिलजितडोसाँझ @\O SnehaRajani\Hin=स्नेहरजनी @\O sonypicsprodns\Hin=सोंआइपिक्स्प्रोड्न @\O shaadesh\Hin=शादेश @\O IChitrangda\Hin=इचित्रांगडा @\O Imangadbedi\Hin=इमंगडबेदी @\O ShankarEhsanLoy\Hin=शंअकारहसनलौय …\O https\Eng ://\O t\Eng .\O co\Eng /\O blll8jZ9W6\Eng 
95,95\O ,@\O HeroManoj1\Eng Thankq\Eng rockstar\Hin=रॉक्स्टार 😘😘😘🤗\O I\Hin=इ am\Eng sure\Eng u\Hin=उ will\Eng enjoy\Eng watching\Eng it\Eng 😁\O 
97,97\O ,\O With\Eng such\Eng a\Eng heart\Eng warming\Eng response\Eng to\Eng #\O Soorma\Eng my\Eng faith\Eng in\Eng good\Eng content\Eng is\Eng restored\Eng .\O As\Eng I\Eng always\Eng say\Hin=सय “\O jiska\Hin=जिसका koi\Hin=कोई nahi\Hin=नाही …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O clLpI2n2ij\Hin=क्लपि2M2ईज 
100,100\O ,@\O RanaDaggubati\Hin=रणादाग्ग़ुबती Thankq\Hin=थन्क्क़ for\Eng always\Eng having\Eng my\Eng back\Eng 
101,101\O ,@\O NinoyV\Eng Lol\Eng .\O U\Hin=उ r\Hin=र the\Eng one\Eng who\Eng left\Eng us\Eng !!!\O 
102,102\O ,@\O Rakulpreet\Eng @\O sonypicsprodns\Eng @\O flickersingh\Eng @\O diljitdosanjh\Hin=दिलजितडोसाँझ @\O Imangadbedi\Hin=इमंगडबेदी @\O shaadesh\Hin=शादेश @\O SnehaRajani\Hin=स्नेहरजनी @\O IChitrangda\Hin=इचित्रांगडा This\Hin=तीस time\Eng “\O net\Hin=नेट phaad\Hin=फाद् denge\Hin=देंगे ”\O 
105,105\O ,@\O abhilashthapli\Hin=अभिलाश्थापली Tu\Hin=तू mera\Hin=मेर all\Eng time\Eng favourite\Eng line\Eng wala\Hin=वाला hai\Hin=हैं 
106,106\O ,"\O Asal\Hin=असल khiladi\Hin=खिलादी woh\Hin=वह nahi\Hin=नाही jo\Hin=ज kabhi\Hin=कभी girte\Hin=गिरते nahi\Hin=नाही ,\O woh\Hin=वह hai\Hin=हैं jo\Hin=ज girke\Hin=गिरके fir\Hin=फिर uth\Hin=उठ jaye\Hin=जाये !\O 
Watch\Eng the\Eng inspirational\Eng tale\Eng of\Eng one\Eng such\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 4yKCjESjYO\Hin=4आइक्च्जेस्ज्यो \O "
107,107\O ,\O Excitement\Eng galore\Eng !\O There\Eng is\Eng no\Eng better\Eng feeling\Eng than\Eng to\Eng be\Eng a\Eng part\Eng of\Eng a\Eng true\Eng story\Eng !\O Bring\Eng it\Eng on\Eng 💪🏼\O 🏑\O #\O Soorma\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O dTB2RSw1bI\Hin=ड्त्ब्2र्श्व्1बी 
108,108\O ,\O Calm\Eng before\Eng the\Eng thunder\Eng .....\O n\Hin=न m\Eng not\Eng talking\Eng about\Eng the\Eng Mumbai\Hin=मुंबई Rains\Hin=र्न .\O #\O Soormatrailer\Eng releasing\Eng in\Eng a\Eng few\Eng hours\Eng and\Eng I\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O yColxly9tU\Eng 
109,109\O ,@\O Imangadbedi\Eng When\Eng am\Hin=आम I\Eng not\Eng Bedi\Hin=बेदी 😜\EMT 
110,110\O ,@\O Imangadbedi\Hin=इमंगडबेदी And\Hin=एंड long\Eng way\Eng to\Eng go\Eng too\Hin=तोओ Bedi\Hin=बेदी !\O See\Hin=से u\Hin=उ tomorrow\Eng !\O Our\Hin=आअर “\O chakk\Hin=चक्क de\Hin=दे moment\Eng ”\O 😜\EMT 
111,111\O ,"\O Kamyabi\Hin=काम्यबी milti\Hin=मिलती nahi\Hin=नाही ,\O haasil\Hin=हासिल ki\Hin=की jati\Hin=जाती hai\Hin=हैं !\O Watch\Eng #\O SandeepSingh's\Eng tale\Eng of\Eng inspiration\Eng ,\O compassion\Eng and\Eng success\Eng !…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 52KvndqYIl\Eng \O "
115,115\O ,\O Hard-work\Eng and\Eng endurance\Eng .\O Two\Eng words\Eng that\Eng define\Eng #\O SandeepSingh\Hin=संदीप्सिंह ’\O s\Eng enthralling\Eng journey\Eng .\O #\O SoormaTrailer\Hin=सूरमातृएलर out\Hin=आउट in\Eng 3\O days\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O XDunRMlY2Q\Hin=क्स्दून्र्म्ल्य्2क़ 
117,117\O ,@\O Shibasishsarkar\Hin=शिबसिशसरकर @\O kapzverma\Eng @\O vickyarora86\Eng @\O LargeShortFilms\Eng Thankq\Eng :)\EMT 
118,118\O ,\O Here\Eng it\Eng is\Eng .....\O hope\Eng you\Eng all\Eng enjoy\Eng watching\Eng this\Eng effort\Eng to\Eng bring\Eng a\Eng unique\Eng story\Eng to\Eng you\Eng .\O My\Eng first\Eng short\Eng film\Eng ...…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 9FcutBrsD2\Eng 
119,119\O ,"\O RT\Eng @\O avigowariker\Eng :\O #\O PostPackUpShot\Eng with\Eng this\Hin=तीस DilliWaali\Hin=दिल्लीवाली beauty\Hin=बीऊट्य् !\O Her\Eng involvement\Eng &\O amp\Eng ;\O logic\Eng in\Eng every\Eng aspect\Eng of\Eng the\Eng shoot\Eng ,\O from\Eng her\Eng make\Eng up\Eng to\Eng t\Hin=त …\O "
121,121\O ,@\O currentshah\Eng Thankq\Hin=थन्क्क़ 🙏🏼\O 
122,122\O ,@\O BajpayeeManoj\Eng @\O kapzverma\Eng @\O YouTube\Eng Do\Eng tell\Hin=टेल us\Hin=उस what\Eng u\Eng feel\Hin=फील about\Eng it\Eng after\Eng u\Eng watch\Hin=वाच it\Eng 😁\O 
123,123\O ,@\O MrVijayVarma\Eng @\O ronnielahiri\Eng @\O khamkhaArtist\Hin=खमखार्टिस्ट @\O shagunpannu\Hin=शागुणपननू Thankq\Hin=थन्क्क़ 
124,124\O ,"\O Here\Eng ’\O s\Eng the\Eng trailer\Eng of\Eng #\O Nitishastra\Eng 
A\Eng short\Eng film\Eng releasing\Eng on\Eng 4th\Eng June\Eng 2018\O 
@\O kapzverma\Hin=कप्ज़्वर्मा 
@\O vickyarora86\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O hu4dDsa8cp\Hin=हु4द्ड्स8च्Mप \O "
125,125\O ,@\O ronnielahiri\Eng @\O khamkhaArtist\Hin=खमखार्टिस्ट @\O shagunpannu\Hin=शागुणपननू Very\Hin=वेरी soon\Eng .\O Babula\Hin=बबुला party\Hin=पार्टी hogi\Hin=होगी for\Eng all\Hin=अऔल babula\Hin=बबुला fans\Hin=फZzस् 
126,126\O ,@\O Shibasishsarkar\Hin=शिबसिशसरकर @\O khamkhaArtist\Hin=खमखार्टिस्ट @\O shagunpannu\Hin=शागुणपननू Thankq\Hin=थन्क्क़ so\Eng much\Eng !\O 😁\O 
127,127\O ,@\O vijaykesav\Hin=विजयकेसव @\O khamkhaArtist\Hin=खमखार्टिस्ट @\O shagunpannu\Hin=शागुणपननू Thankq\Hin=थन्क्क़ sir\Eng 
128,128\O ,"@\O vrindaprasad\Hin=वृंद़अप्रासाद @\O shagunpannu\Hin=शागुणपननू I\Hin=इ ’\O m\Eng hoping\Eng so\Eng too\Eng 😜\EMT 
Thankq\Eng so\Eng much\Eng 😁\O "
129,129\O ,@\O Rakulpreet\Hin=रकुल्प्रीत @\O khamkhaArtist\Hin=खमखार्टिस्ट @\O shagunpannu\Hin=शागुणपननू Fingers\Eng crossed\Eng .\O After\Eng all\Eng the\Eng love\Eng I\Eng have\Eng shown\Eng to\Eng the\Eng house\Eng now\Eng it\Eng ’\O s\Hin=स time\Eng for\Eng it\Eng to\Eng reciprocate\Eng 😁\O 
130,130\O ,@\O BajpayeeManoj\Eng Thankq\Eng so\Eng much\Hin=मच sir\Hin=सिअर !\O Hope\Eng you\Eng are\Eng doing\Eng good\Eng 😁\O 
132,132\O ,"\O From\Eng a\Eng house\Eng to\Hin=तू “\O HOME\Hin=होम ”\O 
#\O PannuDen\Hin=पन्नुडें #\O Happiness\Eng #\O Finally\Eng #\O Complete\Eng 
📷\O @\O khamkhaArtist\Hin=खमखार्टिस्ट https\Eng ://\O t\Eng .\O co\Eng /\O PCgP7HUkJG\Eng \O "
135,135\O ,\O Really\Hin=रिअल्ली !!!??\O Then\Eng y\Eng not\Eng mention\Eng the\Eng “\O source\Eng ”\O instead\Eng of\Eng keeping\Eng it\Eng so\Eng ambiguous\Eng if\Eng u\Hin=उ r\Hin=र so\Eng ‘\O responsible\Eng ’\O .\O Will\Eng help\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 1OaOQNsmRs\Hin=1ओआऊक़्न्स्म्र्स 
136,136\O ,\O I\Eng wonder\Eng if\Eng it\Eng ’\O s\Hin=स MY\Hin=मी reason\Eng or\Eng the\Eng reason\Hin=रिजं YOU\Hin=यूं wanted\Eng me\Eng to\Eng give\Eng to\Eng help\Eng your\Eng headlines\Eng !\O #\O IrresponsibleJournalism\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O gyNd51fJU7\Eng 
137,137\O ,\O Irresponsible\Eng journalism\Eng at\Eng its\Eng best\Eng yet\Eng another\Eng time\Eng .\O Wish\Hin=विश u\Eng have\Eng basic\Eng courtesy\Eng to\Eng contact\Eng the\Eng people\Eng concerned\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O NbbYo35tkl\Hin=न्ब्ब्यो35ट्क्ल 
140,140\O ,\O Thankq\Eng sir\Eng for\Eng such\Eng a\Eng noble\Eng advice\Eng .\O Ab\Hin=अब is\Eng suggestion\Hin=सुग्गेसन ke\Hin=क liye\Hin=लिये aapko\Hin=आपको kitna\Hin=कितना cheque\Hin=चेक़े aur\Hin=अर् kitna\Hin=कितना cash\Hin=कश mein\Hin=मेइं chahiye\Hin=चाहिये ????\O https\Eng ://\O t\Eng .\O co\Hin=को /\O SZvLJjXPMO\Eng 
141,141\O ,\O Abhi\Hin=अभी toh\Hin=तोह trailer\Hin=ट्रेलर bhi\Hin=भही nahi\Hin=नाही aaya\Hin=आया mere\Hin=मेर dost\Hin=दोस्त ....…\O https\Eng ://\O t\Eng .\O co\Eng /\O HyNSVRveZF\Eng 
142,142\O ,\O Will\Eng the\Eng power\Eng of\Eng social\Eng media\Eng be\Eng used\Eng for\Eng any\Eng social\Eng service\Eng ??????\O Ab\Hin=अब pata\Hin=पटा chalega\Hin=चलेगा ....\O jald\Hin=जल्ड़ hi\Hin=ही .....\O 
144,144\O ,@\O RanaDaggubati\Hin=रणादाग्ग़ुबती And\Hin=एंड u\Eng always\Eng have\Eng my\Eng back\Eng I\Eng know\Eng :)\EMT can\Eng ’\O t\Eng thank\Hin=थान्क u\Hin=उ enough\Eng !\O Hugs\Eng 🤗\O meet\Eng soon\Eng 
145,145\O ,@\O KanikaDhillon\Hin=कनिकधिल्लों Totally\Eng !\O Jab\Hin=जब tak\Hin=तक sab\Hin=सब Meri\Hin=मेरी ek\Hin=इक movie\Hin=मूवी ATLEAST\Hin=एट्लीस्ट dekh\Hin=देख na\Hin=ना le\Hin=ल !\O 
147,147\O ,\O Night\Eng shoots\Eng be\Eng like\Eng ......\O #\O Graveyardshift\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O hcfB0pLxXN\Eng 
148,148\O ,"@\O crhemanth\Eng Between\Eng ,\O there\Eng one\Eng major\Eng shade\Eng that\Eng was\Eng missing\Eng from\Eng my\Eng filmography\Eng which\Eng will\Eng be\Eng presented\Eng pretty\Eng soon\Eng too\Hin=तोओ 😁\O "
149,149\O ,\O RT\Hin=अर्त @\O anubhavsinha\Hin=अनूभावसिंघा :\O The\Hin=ते Spelling\Eng is\Hin=इस MULK\Hin=मुल्क .\O In\Hin=इन Hindi\Eng मुल्क।\O आपके\O पास\O extra\Eng नुक़्ता\O पड़ा\O है\O तो\O कहीं\O और\O लगा\O लो।\O यहाँ\O नहीं।\O Please\Eng .\O 
150,150\O ,@\O jkd18\Eng @\O chintskap\Eng Saare\Hin=सारे frame\Hin=फ्रमे dekhne\Hin=देख्ने aana\Hin=आना director\Hin=दिरिक्टर sahiba\Hin=साहिबा 
151,151\O ,@\O girishjohar\Eng @\O chintskap\Hin=चिंस्कप @\O anubhavsinha\Hin=अनूभावसिंघा 🙏🏼\O 
152,152\O ,@\O OYERJALOK\Hin=ओयेरजलोक @\O AnubhavSinhaa\Hin=अनूभावसिंहा Kuch\Hin=कुछ to\Eng promotion\Eng humaara\Hin=हमारा bhi\Hin=भही hona\Hin=होना chahiye\Hin=चाहिये na\Hin=ना 😁\O 
153,153\O ,@\O KanikaDhillon\Hin=कनिकधिल्लों 😘\EMT usse\Hin=उसे pehle\Hin=पहले meet\Hin=मीत me\Eng otherwise\Eng I\Eng will\Eng take\Hin=टके u\Eng to\Hin=तू katghara\Hin=कट्घरा !\O 
154,154,"एक\O बार\O फिर\O अदालत\O होगी,\O कटघरा\O होगा,\O एक\O परिवार\O होगा,\O एक\O मानसिकता\O होगी\O और\O विरोध\O होगा।\O perhaps\Eng the\Eng most\Eng relevant\Eng topic\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O BIuEOhsQd8\Hin=बीउइओह्स्क़्द्8 \O "
155,155\O ,@\O sujoy\Eng _\O g\Hin=ग U\Hin=उ check\Eng your\Eng iMessage\Hin=इमेसाज !\O U\Hin=उ didn\Eng ’\O t\Eng answer\Eng my\Eng call\Eng n\Eng trying\Eng to\Eng act\Eng all\Eng humble\Eng here\Eng !!!\O U\Eng wait\Eng till\Eng I\Eng reach\Eng UK\Eng !\O 😡\EMT 
157,157\O ,@\O Imangadbedi\Hin=इमंगडबेदी @\O diljitdosanjh\Hin=दिलजितडोसाँझ Arre\Hin=अर्रे u\Hin=उ r\Hin=र hands\Eng down\Eng winner\Eng in\Eng that\Eng !\O I\Eng am\Eng myself\Eng voting\Eng for\Eng u\Eng in\Eng that\Eng one\Eng !!\O 
158,158\O ,\O I\Eng tell\Eng myself\Eng this\Eng everyday\Eng ....\O now\Eng just\Eng waiting\Eng for\Eng the\Eng reason\Eng to\Eng please\Eng identify\Eng itself\Eng !\O Soon\Eng !\O Please\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O vGBNgmA5ob\Hin=व्ग्ब्Mगम5ओब 
159,159\O ,@\O ronnielahiri\Eng @\O Imangadbedi\Hin=इमंगडबेदी Hahaha\Hin=हहाह .\O My\Eng intentions\Eng were\Eng that\Eng ...\O sadly\Eng this\Eng director\Eng didn\Eng ’\O t\Eng let\Hin=लेत me\Hin=मे 😂\O 
160,160\O ,"\O Come\Hin=कौमअ on\Hin=ओं Bedi\Hin=बेदी !\O Let\Hin=लेत ’\O s\Eng repeat\Eng the\Eng magic\Eng !\O 💪🏼\O this\Eng time\Eng with\Eng the\Eng hockey\Eng stick\Eng instead\Eng of\Eng bottle\Eng 🏑\O 
@\O Imangadbedi\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 74R9gf5n11\Eng \O "
161,161\O ,@\O SachinBandrana\Hin=सचीनबंद्रना Wow\Hin=वो !\O Never\Eng realised\Eng !\O 
162,162\O ,@\O EkAbhijeet\Hin=एखभिजीत Mere\Hin=मेर school\Hin=स्कूल mein\Hin=मेइं sports\Eng khelte\Hin=खेलते his\Hin=हिस India\Eng jersey\Eng pehenne\Hin=पहिन्ने ko\Hin=को nahi\Hin=नाही dete\Hin=देतें the\Eng .\O Aapka\Hin=आपका Kaunsa\Hin=कौन्सा school\Hin=स्कूल tha\Hin=ता ?\O 
164,164\O ,"\O Thankq\Eng for\Eng the\Eng love\Eng .\O Get\Hin=गेट ready\Eng .....\O this\Eng beautiful\Eng ,\O emotional\Eng and\Eng inspiring\Eng journey\Eng of\Eng a\Eng GOAL\Eng is\Eng about\Eng to\Eng begin\Eng ....…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O T4kGUt1UDq\Hin=त्4क्गुत्1उद्क़ \O "
165,165\O ,@\O IChitrangda\Hin=इचित्रांगडा Time\Hin=टाइम to\Eng get\Eng used\Eng to\Eng it\Eng !\O 
166,166\O ,@\O IChitrangda\Hin=इचित्रांगडा Thank\Hin=थान्क u\Eng producer\Eng ma\Hin=मा ’\O am\Hin=आम 🙏🏼😁\O 
167,167\O ,"\O For\Eng my\Eng undying\Eng love\Eng for\Eng sports\Eng and\Eng my\Eng country\Eng .\O 
Meet\Hin=मीत Harpreet\Hin=हरप्रीत aka\Hin=अका Preet\Eng –\O who\Eng believes\Eng in\Eng pushing\Eng the\Eng boundries\Eng .\O 
Kn\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O wtmdPGrGWT\Eng \O "
170,170\O ,\O Jab\Hin=जब exactly\Eng samajh\Hin=समझ na\Hin=ना aa\Hin=आआ raha\Hin=रह ho\Hin=ह if\Eng things\Eng are\Eng falling\Eng in\Eng place\Eng or\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O YnCrhdhNlj\Hin=इंक्रह्ध्न्ल्ज 
171,171\O ,@\O thespimit\Hin=तिस्पिमिट Now\Hin=नो share\Eng the\Eng bet\Eng money\Eng please\Hin=प्लीअज् 
173,173\O ,\O It\Hin=इट ’\O s\Eng simply\Eng SUPERB\Eng !\O Please\Eng open\Eng the\Eng flood\Eng gates\Eng at\Eng the\Eng box\Eng office\Eng for\Eng this\Eng one\Eng !\O Rarely\Eng a\Eng film\Eng meets\Eng expectations\Eng n\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 66meb4I9yT\Eng 
174,174\O ,@\O sujoy\Eng _\O g\Hin=ग Exactly\Eng my\Eng thoughts\Eng couple\Eng of\Eng hours\Eng ago\Eng !\O 
175,175\O ,@\O Nnidhisin\Hin=निधिसीन Go\Hin=गो kill\Eng it\Eng !!!!\O ❤️🤗\O 
176,176\O ,"\O Times\Eng when\Eng u\Hin=उ feel\Hin=फील things\Eng aren\Eng ’\O t\Eng going\Eng the\Eng way\Hin=वैसे u\Eng planned\Eng ,\O every\Eng turn\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O tEGYArpEUE\Hin=तेगारपुए \O "
178,178\O ,\O Walked\Eng out\Eng of\Eng #\O 102NotOut\Eng with\Eng tears\Eng in\Eng my\Eng eyes\Eng and\Eng joy\Eng in\Eng my\Hin=मी heart\Hin=हार्ट .\O All\Eng the\Eng kids\Eng out\Eng there\Eng make\Eng sure\Eng you\Eng take\Eng your\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O FpzJfjEziF\Hin=फ्प्ज़्ज्फ्जेज़िफ़ 
180,180\O ,"\O Some\Eng pictures\Eng hold\Eng a\Eng moment\Eng ...\O forever\Eng .....\O 
📷:\O https\Eng ://\O t\Eng .\O co\Eng /\O 8eTugGipVS\Eng 
#\O apsaraawards2018\Eng #\O zeetelugu\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O GGooMrr6zu\Hin=ग्गुम्र्र्6अज़ू \O "
181,181\O ,@\O amishra77\Eng For\Eng an\Eng Indian\Eng citizen\Eng to\Eng have\Eng an\Eng opinion\Eng he\Eng /\O she\Eng needn\Eng ’\O t\Eng part\Eng or\Eng against\Eng any\Eng party\Eng so\Eng kindly\Eng keep\Eng me\Hin=मे out\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O MkR545oEOZ\Eng 
182,182\O ,"@\O hrypr\Hin=ह्रिप्र Sad\Hin=साद I\Hin=इ got\Eng to\Eng know\Eng this\Eng now\Eng ,\O I\Eng would\Eng ’\O ve\Eng reacted\Eng the\Eng same\Eng way\Eng then\Eng as\Eng well\Eng :)\O "
183,183\O ,@\O hrypr\Hin=ह्रिप्र Maybe\Hin=मय्बे not\Eng a\Eng perfect\Eng place\Eng for\Eng debate\Eng #\O taxpayersopinion\Eng 
184,184\O ,@\O hrypr\Hin=ह्रिप्र I\Hin=इ MUST\Hin=मस्ट have\Eng a\Eng right\Eng of\Eng opinion\Eng regardless\Eng :)\EMT 
185,185\O ,"#\O JustLikeThat\Hin=जुस्टलीकेठत 
#\O TooGlamToGiveADamn\Hin=तोग्लामटोगीवेदम्न https\Eng ://\O t\Eng .\O co\Hin=को /\O nsiNoD8MXb\Eng \O "
187,187\O ,\O Too\Hin=तोओ much\Eng of\Eng a\Eng responsibility\Eng huh\Eng !!???\O #\O readit\Eng #\O rereadit\Eng #\O readbeyondit\Eng 
188,188\O ,"\O Is\Hin=इस this\Eng happening\Eng for\Eng real\Eng ???!!!\O 
This\Eng is\Eng what\Eng it\Eng has\Eng come\Eng to\Eng ????\O I\Hin=इ don\Hin=दान ’\O t\Eng even\Eng want\Eng to\Eng start\Eng with\Eng who\Eng to\Eng blame\Eng for\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O PZP7FSoCMi\Eng \O "
189,189\O ,"\O Dear\Eng Seville\Eng ,\O 
What\Eng a\Eng long\Eng journey\Eng this\Eng motion\Eng sickness\Eng patient\Eng had\Eng to\Eng take\Eng to\Eng reach\Eng you\Eng and\Eng how\Eng perfectly\Eng worth\Eng it\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O nqXRFOkytW\Eng \O "
190,190\O ,"\O Dear\Eng Madrid\Eng ,\O 
You\Eng were\Eng my\Eng gateway\Eng to\Eng Spain\Eng .\O Beautiful\Eng cozy\Eng cafes\Eng ,\O drastic\Eng temperature\Eng difference\Eng between\Eng night\Eng n\Hin=न da\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O mBSZM5Gnzu\Eng \O "
191,191\O ,"\O Realised\Eng it\Eng ’\O s\Eng been\Eng long\Eng I\Eng tried\Eng this\Eng detachment\Eng therapy\Eng called\Eng ‘\O traveling\Eng ’\O 
#\O HighlyRecommended\Eng #\O TakeABreak\Eng #\O Seville\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O oHhi1mzEv1\Hin=ओहि1म्जेव्1 \O "
192,192\O ,"\O Combining\Eng my\Eng love\Hin=लव for\Eng chocolate\Eng &\O amp\Eng ;\O diamonds\Eng ,\O this\Eng #\O MagnumxFarahKhan\Eng collab-collection\Eng is\Eng what\Eng dreams\Eng are\Eng made\Eng of\Eng !…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O PNgRzLyDfe\Hin=Mग्र्ज्लिद्फ \O "
194,194\O ,\O Finally\Eng !\O Get\Eng those\Eng worthless\Eng lives\Eng out\Eng out\Eng for\Eng good\Eng !\O #\O Justice\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZOKysqLJB9\Eng 
195,195\O ,"\O Things\Eng I\Eng missed\Eng terribly\Eng last\Eng 6\O months\Eng ......\O 
#\O Holiday\Eng #\O BelatedBirthdayTrip\Eng #\O AnnoySibling\Eng #\O Puchi\Eng #\O MorePuchis\Hin=मोरेपुचीस …\O https\Eng ://\O t\Eng .\O co\Eng /\O vWdMGVsXWu\Eng \O "
196,196\O ,#\O TaapseeForMelange\Hin=टापसीफॉरमेलंगे https\Eng ://\O t\Eng .\O co\Eng /\O InuBxbJK1X\Eng 
197,197\O ,"#\O Repost\Eng @\O DevsB\Eng with\Eng get\Eng _\O repost\Eng 
・・・\O 
04.18.18\O #\O TaapseePannu\Hin=टापसीपननू in\Hin=इन @\O priyalprakash\Hin=प्रियाल्मपरकाश sari\Hin=सारी …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O KPkEnegk7e\Hin=क्पकेनेक्7ए \O "
198,198\O ,@\O StoryPicker\Hin=स्टोरिपीकर HahahHha\Hin=हहह्हा .\O Your\Eng article\Eng is\Eng more\Eng savage\Eng than\Eng my\Eng response\Eng I\Eng must\Eng say\Eng !\O Thank\Hin=थान्क u\Hin=उ 💁🏻‍♀️\O 
199,199\O ,"\O Probably\Eng little\Eng bit\Eng of\Eng acting\Eng :)\EMT 
And\Eng it\Eng ’\O s\Eng not\Eng so\Eng bad\Eng to\Eng look\Eng average\Eng ,\O is\Eng it\Eng ?\O It\Hin=इट ’\O s\Eng the\Eng largest\Eng category\Eng in\Eng the\Eng wor\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O WqR1V0HgTY\Eng \O "
200,200\O ,"\O Thr\Eng r\Eng some\Eng directors\Eng who\Eng guide\Eng u\Hin=उ through\Eng n\Eng some\Eng who\Eng exhuberate\Eng such\Eng energy\Eng that\Eng u\Hin=उ jst\Eng can\Eng ’\O t\Eng help\Eng but\Eng b\Hin=ब ur\Eng best\Eng ,\O giv\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O td6kU62lU7\Eng \O "
